bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,real_frac
271-365,95,0.284,17.1,13.493,0.7959,0.9359,0.663,Ensemble_unweighted,2022,4,0.7789473684210526
1-7,7,-10.153,11.407,9.95,2.6315,3.0106,-0.65,Ensemble_MASEweighted,2022,4,0.0
8-30,23,-34.305,11.775,11.489,2.2103,5.2841,0.252,Ensemble_MASEweighted,2022,4,0.0
31-90,60,-2.174,6.814,5.581,0.6571,1.1553,0.172,Ensemble_MASEweighted,2022,4,0.016666666666666666
91-180,90,0.49,28.882,20.639,0.791,0.8779,0.816,Ensemble_MASEweighted,2022,4,0.8333333333333334
181-270,90,0.364,36.807,26.628,0.6966,0.7403,0.689,Ensemble_MASEweighted,2022,4,0.8222222222222222
271-365,95,0.287,17.073,13.465,0.7943,0.934,0.664,Ensemble_MASEweighted,2022,4,0.7789473684210526
1-7,7,-16.957,14.474,14.18,3.7502,4.2904,0.526,TFT,2022,4,0.0
8-30,23,-56.265,14.996,13.879,2.6702,6.3836,0.209,TFT,2022,4,0.0
31-90,60,-4.447,8.926,6.317,0.7437,1.3077,0.271,TFT,2022,4,0.016666666666666666
91-180,90,0.554,27.002,19.87,0.7615,0.8452,0.817,TFT,2022,4,0.8333333333333334
181-270,90,0.402,35.693,24.93,0.6522,0.6931,0.687,TFT,2022,4,0.8222222222222222
271-365,95,-0.694,26.308,18.007,1.0621,1.2489,0.538,TFT,2022,4,0.7789473684210526
1-7,7,-3.491,7.239,6.387,1.6891,1.9324,0.121,TabPFN,2022,4,0.0
8-30,23,-11.329,6.958,6.729,1.2946,3.095,0.449,TabPFN,2022,4,0.0
31-90,60,-0.455,4.614,4.141,0.4875,0.8572,0.585,TabPFN,2022,4,0.016666666666666666
91-180,90,0.388,31.645,17.809,0.6825,0.7575,0.874,TabPFN,2022,4,0.8333333333333334
181-270,90,0.242,40.171,25.172,0.6585,0.6998,0.711,TabPFN,2022,4,0.8222222222222222
271-365,95,0.283,17.113,11.248,0.6635,0.7802,0.657,TabPFN,2022,4,0.7789473684210526
1-7,7,-26.366,10.293,9.857,6.6142,4.9626,0.139,RF,2022,9,0.0
8-30,23,-14.5,12.016,11.325,2.3831,3.0919,0.139,RF,2022,9,0.0
31-90,60,-0.865,8.931,6.988,0.8089,0.9253,0.176,RF,2022,9,0.23333333333333334
91-180,90,-1.153,20.15,17.665,1.3337,1.4234,0.453,RF,2022,9,0.9333333333333333
181-270,90,0.231,41.763,33.707,0.7833,0.7964,0.701,RF,2022,9,0.9333333333333333
271-365,95,0.249,29.81,21.721,0.7609,0.7879,0.558,RF,2022,9,0.9368421052631579
1-7,7,-33.169,11.501,11.256,7.5526,5.6667,0.285,XGB,2022,9,0.0
8-30,23,-13.08,11.452,10.718,2.2553,2.9261,0.03,XGB,2022,9,0.0
31-90,60,-0.867,8.936,6.941,0.8035,0.9191,0.166,XGB,2022,9,0.23333333333333334
91-180,90,-0.791,18.38,16.233,1.2256,1.3081,0.555,XGB,2022,9,0.9333333333333333
181-270,90,0.349,38.413,29.517,0.686,0.6974,0.683,XGB,2022,9,0.9333333333333333
271-365,95,0.228,30.208,21.574,0.7557,0.7826,0.504,XGB,2022,9,0.9368421052631579
1-7,7,-27.323,10.471,10.312,6.9191,5.1914,0.508,LightGBM,2022,9,0.0
8-30,23,-7.07,8.67,7.784,1.638,2.1252,-0.028,LightGBM,2022,9,0.0
31-90,60,-0.695,8.515,6.579,0.7616,0.8712,0.14,LightGBM,2022,9,0.23333333333333334
91-180,90,-0.858,18.721,16.635,1.2559,1.3404,0.495,LightGBM,2022,9,0.9333333333333333
181-270,90,-0.01,47.858,39.47,0.9173,0.9325,0.685,LightGBM,2022,9,0.9333333333333333
271-365,95,0.104,32.552,24.314,0.8517,0.882,0.431,LightGBM,2022,9,0.9368421052631579
1-7,7,-4.666,4.683,3.725,2.4992,1.8752,-0.549,SARIMAX,2022,9,0.0
8-30,23,-8.004,9.158,8.451,1.7783,2.3073,-0.253,SARIMAX,2022,9,0.0
31-90,60,-2.449,12.147,9.693,1.122,1.2835,-0.064,SARIMAX,2022,9,0.23333333333333334
91-180,90,-0.215,15.135,11.591,0.8751,0.934,0.432,SARIMAX,2022,9,0.9333333333333333
181-270,90,0.358,38.169,29.292,0.6807,0.6921,0.712,SARIMAX,2022,9,0.9333333333333333
271-365,95,0.163,31.453,21.376,0.7488,0.7754,0.525,SARIMAX,2022,9,0.9368421052631579
1-7,7,-15.839,8.074,7.763,5.209,3.9083,-0.013,Ensemble_unweighted,2022,9,0.0
8-30,23,-3.508,6.48,5.618,1.1821,1.5337,-0.05,Ensemble_unweighted,2022,9,0.0
31-90,60,-0.481,7.961,6.169,0.7141,0.8169,0.078,Ensemble_unweighted,2022,9,0.23333333333333334
91-180,90,-0.271,15.483,12.889,0.9731,1.0386,0.52,Ensemble_unweighted,2022,9,0.9333333333333333
181-270,90,0.294,40.014,31.164,0.7242,0.7363,0.71,Ensemble_unweighted,2022,9,0.9333333333333333
271-365,95,0.236,30.055,21.312,0.7466,0.7731,0.528,Ensemble_unweighted,2022,9,0.9368421052631579
1-7,7,-16.252,8.172,7.869,5.2798,3.9615,0.011,Ensemble_MASEweighted,2022,9,0.0
8-30,23,-3.688,6.608,5.751,1.2101,1.57,-0.046,Ensemble_MASEweighted,2022,9,0.0
31-90,60,-0.484,7.967,6.165,0.7136,0.8163,0.081,Ensemble_MASEweighted,2022,9,0.23333333333333334
91-180,90,-0.287,15.577,13.008,0.9821,1.0482,0.521,Ensemble_MASEweighted,2022,9,0.9333333333333333
181-270,90,0.293,40.055,31.209,0.7253,0.7374,0.71,Ensemble_MASEweighted,2022,9,0.9333333333333333
271-365,95,0.235,30.075,21.352,0.748,0.7745,0.527,Ensemble_MASEweighted,2022,9,0.9368421052631579
1-7,7,-27.059,10.422,10.147,6.8083,5.1083,-0.483,TFT,2022,9,0.0
8-30,23,-2.705,5.875,4.947,1.041,1.3506,-0.163,TFT,2022,9,0.0
31-90,60,-0.267,7.363,5.167,0.5981,0.6842,0.113,TFT,2022,9,0.23333333333333334
91-180,90,-0.004,13.76,10.92,0.8244,0.8799,0.472,TFT,2022,9,0.9333333333333333
181-270,90,-0.427,56.9,44.722,1.0393,1.0566,0.716,TFT,2022,9,0.9333333333333333
271-365,95,0.112,32.397,23.872,0.8363,0.866,0.565,TFT,2022,9,0.9368421052631579
1-7,7,-9.923,6.503,6.203,4.1623,3.123,0.173,TabPFN,2022,9,0.0
8-30,23,-0.274,3.445,2.501,0.5263,0.6829,-0.228,TabPFN,2022,9,0.0
31-90,60,-0.06,6.732,5.3,0.6135,0.7018,0.141,TabPFN,2022,9,0.23333333333333334
91-180,90,0.191,12.355,8.853,0.6684,0.7134,0.439,TabPFN,2022,9,0.9333333333333333
181-270,90,0.309,39.582,29.72,0.6907,0.7022,0.681,TabPFN,2022,9,0.9333333333333333
271-365,95,0.172,31.29,20.342,0.7126,0.7379,0.433,TabPFN,2022,9,0.9368421052631579
