anchor_year,eval_tower,model,date,q05,median,q95,y_true
2019,9,Ensemble_MASEweighted,2020-07-22,-38.2718688299823,4.641624760178804,49.103249222315114,-14.529891428571428
2019,9,Ensemble_MASEweighted,2020-07-23,-36.48391411659121,5.2808574120973475,51.11995250207341,
2019,9,Ensemble_MASEweighted,2020-07-24,-36.46287016103851,4.460902048224848,47.892419756412586,22.52697
2019,9,Ensemble_MASEweighted,2020-07-25,-36.030397195695464,5.542446427888443,60.58510221362895,
2019,9,Ensemble_MASEweighted,2020-07-26,-35.61123611749629,5.39430309457148,55.230618754618284,-18.3268875
2019,9,Ensemble_MASEweighted,2020-07-27,-33.434470712019206,8.533684356604411,60.622663385862296,-86.7053275
2019,9,Ensemble_MASEweighted,2020-07-28,-36.02757307416456,5.392739609582209,56.319267946542524,-54.44764269230769
2019,9,Ensemble_MASEweighted,2020-07-29,-38.04274136063252,3.5241150820790916,47.829526386554434,-66.77545458333334
2019,9,Ensemble_MASEweighted,2020-07-30,-36.86747392283851,6.169680509703245,53.362253597027106,-18.398547
2019,9,Ensemble_MASEweighted,2020-07-31,-34.34786296817865,7.856190538233786,53.87225142384388,-21.20388888888889
2019,9,Ensemble_MASEweighted,2020-08-01,-29.88747908603293,10.69377544976097,60.566824200465746,2.840223722222222
2019,9,Ensemble_MASEweighted,2020-08-02,-30.209406384095196,10.711722161438813,57.64105634662486,13.516911875
2019,9,Ensemble_MASEweighted,2020-08-03,-29.54265143291806,12.516913774421093,60.42968282702368,94.609145
2019,9,Ensemble_MASEweighted,2020-08-04,-29.610868725192343,13.517891465746045,63.268059305781634,164.733850575
2019,9,Ensemble_MASEweighted,2020-08-05,-27.87283215025038,16.293332145728634,70.31958785812601,
2019,9,Ensemble_MASEweighted,2020-08-06,-30.428379962568982,13.478518765048376,62.052068222475,
2019,9,Ensemble_MASEweighted,2020-08-07,-30.487742457757427,13.070377067093528,61.43919060335648,2.7303785714285715
2019,9,Ensemble_MASEweighted,2020-08-08,-30.836543633641874,12.650499265861077,60.38662760893035,
2019,9,Ensemble_MASEweighted,2020-08-09,-29.876355637027114,14.335431243016535,62.22592542635223,24.62156
2019,9,Ensemble_MASEweighted,2020-08-10,-31.02205414563803,12.868473585189683,63.052473618282505,
2019,9,Ensemble_MASEweighted,2020-08-11,-31.177659748531934,12.127173728121297,61.25056179598185,16.622368214285714
2019,9,Ensemble_MASEweighted,2020-08-12,-30.92908355436063,12.53036214045743,62.88725779926193,-7.915164222222221
2019,9,Ensemble_MASEweighted,2020-08-13,-36.94705276894898,10.834377850633171,81.51232180907319,
2019,9,Ensemble_MASEweighted,2020-08-14,-38.82729056709028,6.93420258455353,53.86958185216473,
2019,9,Ensemble_MASEweighted,2020-08-15,-38.47728788899214,7.000734540666757,59.85257815582544,
2019,9,Ensemble_MASEweighted,2020-08-16,-38.57111670072,6.043334237423984,53.77008537853992,
2019,9,Ensemble_MASEweighted,2020-08-17,-38.31289435436926,6.6187382353117465,54.79092792687793,
2019,9,Ensemble_MASEweighted,2020-08-18,-38.879930263522354,5.745149719177274,54.24728983373849,
2019,9,Ensemble_MASEweighted,2020-08-19,-35.849042333680984,14.20695991891918,87.78905324364815,
2019,9,Ensemble_MASEweighted,2020-08-20,-35.628322842507544,16.35160345236065,107.20475718619986,
2019,9,Ensemble_MASEweighted,2020-08-21,-32.10925545644885,22.437354310237485,97.55803222841274,
2019,9,Ensemble_MASEweighted,2020-08-22,-35.27911558728193,14.570085544599527,77.58161802110779,
2019,9,Ensemble_MASEweighted,2020-08-23,-34.897854433168234,13.958430069750557,72.20856164982675,
2019,9,Ensemble_MASEweighted,2020-08-24,-37.51463090570017,11.712258190842999,74.6589211236822,
2019,9,Ensemble_MASEweighted,2020-08-25,-30.715416460404803,27.037638876310194,110.90610260367724,
2019,9,Ensemble_MASEweighted,2020-08-26,-36.18342833652604,12.370824872219995,73.63750944855327,
2019,9,Ensemble_MASEweighted,2020-08-27,-37.455269808003465,14.790444321326772,95.91023455498245,
2019,9,Ensemble_MASEweighted,2020-08-28,-36.91868926927149,13.360909051782379,80.57686572665654,
2019,9,Ensemble_MASEweighted,2020-08-29,-37.98952806343314,11.030263749120838,66.68576821705884,
2019,9,Ensemble_MASEweighted,2020-08-30,-40.044065728992585,9.036086542780314,57.70160406925838,-6.39627
2019,9,Ensemble_MASEweighted,2020-08-31,-40.7617557735448,8.685257279441156,56.92015874564686,
2019,9,Ensemble_MASEweighted,2020-09-01,-40.327717018769036,8.933003650519868,57.57118149474637,
2019,9,Ensemble_MASEweighted,2020-09-02,-39.33301671697507,9.795012477910664,59.1056684489437,3.013335
2019,9,Ensemble_MASEweighted,2020-09-03,-31.52647226583385,21.415230109674123,81.96037795668693,19.56607875
2019,9,Ensemble_MASEweighted,2020-09-04,-30.34404643966414,23.284109089462685,77.45980030983935,-32.78018277777778
2019,9,Ensemble_MASEweighted,2020-09-05,-30.253646390168594,24.29520880010664,78.01944813241931,11.3745824
