bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,config,anchor_year,tower
8-30,0,,,,,,,SARIMAX,BASE,2021,2
31-90,0,,,,,,,SARIMAX,BASE,2021,2
91-180,0,,,,,,,SARIMAX,BASE,2021,2
181-270,0,,,,,,,SARIMAX,BASE,2021,2
271-365,0,,,,,,,SARIMAX,BASE,2021,2
1-7,0,,,,,,,Ensemble_unweighted,BASE,2021,2
8-30,0,,,,,,,Ensemble_unweighted,BASE,2021,2
31-90,0,,,,,,,Ensemble_unweighted,BASE,2021,2
91-180,0,,,,,,,Ensemble_unweighted,BASE,2021,2
181-270,0,,,,,,,Ensemble_unweighted,BASE,2021,2
271-365,0,,,,,,,Ensemble_unweighted,BASE,2021,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE,2021,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE,2021,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE,2021,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE,2021,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE,2021,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE,2021,2
1-7,3,-3.127,4.914,3.965,1.5974,0.4482,-0.999,RF,BASE,2021,4
8-30,19,-0.732,22.749,18.178,1.4303,1.2134,0.256,RF,BASE,2021,4
31-90,50,-0.182,22.293,17.647,1.359,1.0222,0.115,RF,BASE,2021,4
91-180,90,0.209,88.374,52.998,0.8167,0.7262,0.51,RF,BASE,2021,4
181-270,88,0.222,89.067,68.949,1.0168,0.9665,0.499,RF,BASE,2021,4
271-365,91,-0.594,41.259,33.074,1.5877,1.4902,0.468,RF,BASE,2021,4
1-7,3,-1.803,4.05,3.57,1.4383,0.4035,-0.833,XGB,BASE,2021,4
8-30,19,-0.17,18.697,15.013,1.1813,1.0021,0.389,XGB,BASE,2021,4
31-90,50,-0.098,21.491,15.677,1.2073,0.9081,0.11,XGB,BASE,2021,4
91-180,90,0.137,92.34,58.427,0.9004,0.8006,0.371,XGB,BASE,2021,4
181-270,88,0.322,83.111,65.564,0.9669,0.9191,0.614,XGB,BASE,2021,4
271-365,91,-0.514,40.208,31.416,1.508,1.4154,0.473,XGB,BASE,2021,4
1-7,3,-0.606,3.066,2.728,1.0991,0.3084,-0.986,LightGBM,BASE,2021,4
8-30,19,-0.214,19.049,14.677,1.1549,0.9797,0.371,LightGBM,BASE,2021,4
31-90,50,-0.056,21.074,14.612,1.1253,0.8464,0.107,LightGBM,BASE,2021,4
91-180,90,0.193,89.313,55.597,0.8568,0.7618,0.45,LightGBM,BASE,2021,4
181-270,88,0.335,82.342,65.155,0.9608,0.9134,0.636,LightGBM,BASE,2021,4
271-365,91,-0.582,41.109,32.368,1.5538,1.4583,0.463,LightGBM,BASE,2021,4
1-7,3,-5.791,6.304,5.263,2.1203,0.5949,-0.463,SARIMAX,BASE,2021,4
8-30,19,0.012,17.178,12.552,0.9876,0.8379,0.248,SARIMAX,BASE,2021,4
31-90,50,0.011,20.392,13.586,1.0462,0.7869,0.168,SARIMAX,BASE,2021,4
91-180,90,0.112,93.664,57.006,0.8785,0.7811,0.344,SARIMAX,BASE,2021,4
181-270,88,0.207,89.893,64.599,0.9526,0.9056,0.477,SARIMAX,BASE,2021,4
271-365,91,-0.267,36.779,28.419,1.3642,1.2804,0.509,SARIMAX,BASE,2021,4
1-7,3,-2.435,4.483,3.821,1.5395,0.4319,-0.819,Ensemble_unweighted,BASE,2021,4
8-30,19,-0.2,18.932,14.692,1.156,0.9807,0.324,Ensemble_unweighted,BASE,2021,4
31-90,50,-0.037,20.881,15.068,1.1604,0.8728,0.13,Ensemble_unweighted,BASE,2021,4
91-180,90,0.168,90.658,55.778,0.8596,0.7643,0.424,Ensemble_unweighted,BASE,2021,4
181-270,88,0.292,84.922,65.59,0.9672,0.9195,0.577,Ensemble_unweighted,BASE,2021,4
271-365,91,-0.435,39.148,31.021,1.4891,1.3977,0.497,Ensemble_unweighted,BASE,2021,4
1-7,3,-2.389,4.453,3.801,1.5314,0.4297,-0.823,Ensemble_MASEweighted,BASE,2021,4
8-30,19,-0.2,18.936,14.703,1.1569,0.9815,0.325,Ensemble_MASEweighted,BASE,2021,4
31-90,50,-0.038,20.892,15.078,1.1612,0.8734,0.13,Ensemble_MASEweighted,BASE,2021,4
91-180,90,0.168,90.65,55.804,0.8599,0.7646,0.424,Ensemble_MASEweighted,BASE,2021,4
181-270,88,0.294,84.83,65.591,0.9672,0.9195,0.579,Ensemble_MASEweighted,BASE,2021,4
271-365,91,-0.438,39.185,31.047,1.4904,1.3989,0.497,Ensemble_MASEweighted,BASE,2021,4
1-7,1,,,,,,,RF,BASE,2021,9
8-30,12,-0.312,21.001,17.672,0.7054,1.2866,0.072,RF,BASE,2021,9
31-90,35,-0.415,18.271,15.653,0.6508,1.5338,0.115,RF,BASE,2021,9
91-180,85,0.208,90.823,52.531,0.6794,0.5708,0.533,RF,BASE,2021,9
181-270,47,0.043,60.894,45.398,0.9748,0.7038,0.238,RF,BASE,2021,9
271-365,0,,,,,,,RF,BASE,2021,9
1-7,1,,,,,,,XGB,BASE,2021,9
8-30,12,-0.045,18.74,14.267,0.5695,1.0387,0.208,XGB,BASE,2021,9
31-90,35,-0.17,16.618,13.311,0.5535,1.3043,0.069,XGB,BASE,2021,9
91-180,85,0.241,88.936,53.762,0.6953,0.5841,0.545,XGB,BASE,2021,9
181-270,47,-0.133,66.249,47.41,1.018,0.735,0.127,XGB,BASE,2021,9
271-365,0,,,,,,,XGB,BASE,2021,9
1-7,1,,,,,,,LightGBM,BASE,2021,9
8-30,12,0.053,17.844,12.972,0.5178,0.9444,0.369,LightGBM,BASE,2021,9
31-90,35,-0.318,17.632,14.126,0.5874,1.3842,-0.081,LightGBM,BASE,2021,9
91-180,85,0.267,87.374,52.862,0.6836,0.5744,0.53,LightGBM,BASE,2021,9
181-270,47,0.021,61.582,44.688,0.9596,0.6928,0.22,LightGBM,BASE,2021,9
271-365,0,,,,,,,LightGBM,BASE,2021,9
1-7,1,,,,,,,SARIMAX,BASE,2021,9
8-30,12,-1.709,30.172,24.894,0.9937,1.8124,0.164,SARIMAX,BASE,2021,9
31-90,35,-2.93,30.453,24.64,1.0245,2.4144,-0.032,SARIMAX,BASE,2021,9
91-180,85,-0.005,102.337,63.906,0.8265,0.6944,0.483,SARIMAX,BASE,2021,9
181-270,47,-0.218,68.709,47.672,1.0237,0.7391,0.324,SARIMAX,BASE,2021,9
271-365,0,,,,,,,SARIMAX,BASE,2021,9
1-7,1,,,,,,,Ensemble_unweighted,BASE,2021,9
8-30,12,0.018,18.169,13.126,0.524,0.9557,0.188,Ensemble_unweighted,BASE,2021,9
31-90,35,-0.102,16.123,10.647,0.4427,1.0433,0.002,Ensemble_unweighted,BASE,2021,9
91-180,85,0.208,90.875,52.381,0.6774,0.5691,0.534,Ensemble_unweighted,BASE,2021,9
181-270,47,-0.016,62.734,44.205,0.9492,0.6853,0.227,Ensemble_unweighted,BASE,2021,9
271-365,0,,,,,,,Ensemble_unweighted,BASE,2021,9
1-7,1,,,,,,,Ensemble_MASEweighted,BASE,2021,9
8-30,12,0.021,18.139,13.104,0.5231,0.9541,0.19,Ensemble_MASEweighted,BASE,2021,9
31-90,35,-0.099,16.103,10.707,0.4452,1.0492,0.002,Ensemble_MASEweighted,BASE,2021,9
91-180,85,0.21,90.755,52.342,0.6769,0.5687,0.534,Ensemble_MASEweighted,BASE,2021,9
181-270,47,-0.016,62.743,44.219,0.9495,0.6856,0.225,Ensemble_MASEweighted,BASE,2021,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE,2021,9
1-7,0,,,,,,,RF,BASE+species,2021,2
8-30,0,,,,,,,RF,BASE+species,2021,2
31-90,0,,,,,,,RF,BASE+species,2021,2
91-180,0,,,,,,,RF,BASE+species,2021,2
181-270,0,,,,,,,RF,BASE+species,2021,2
271-365,0,,,,,,,RF,BASE+species,2021,2
1-7,0,,,,,,,XGB,BASE+species,2021,2
8-30,0,,,,,,,XGB,BASE+species,2021,2
31-90,0,,,,,,,XGB,BASE+species,2021,2
91-180,0,,,,,,,XGB,BASE+species,2021,2
181-270,0,,,,,,,XGB,BASE+species,2021,2
271-365,0,,,,,,,XGB,BASE+species,2021,2
1-7,0,,,,,,,LightGBM,BASE+species,2021,2
8-30,0,,,,,,,LightGBM,BASE+species,2021,2
31-90,0,,,,,,,LightGBM,BASE+species,2021,2
91-180,0,,,,,,,LightGBM,BASE+species,2021,2
181-270,0,,,,,,,LightGBM,BASE+species,2021,2
271-365,0,,,,,,,LightGBM,BASE+species,2021,2
1-7,0,,,,,,,SARIMAX,BASE+species,2021,2
8-30,0,,,,,,,SARIMAX,BASE+species,2021,2
31-90,0,,,,,,,SARIMAX,BASE+species,2021,2
91-180,0,,,,,,,SARIMAX,BASE+species,2021,2
181-270,0,,,,,,,SARIMAX,BASE+species,2021,2
271-365,0,,,,,,,SARIMAX,BASE+species,2021,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+species,2021,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+species,2021,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+species,2021,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+species,2021,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+species,2021,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+species,2021,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+species,2021,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+species,2021,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+species,2021,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+species,2021,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+species,2021,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+species,2021,2
1-7,3,-2.654,4.624,3.969,1.5992,0.4487,-0.995,RF,BASE+species,2021,4
8-30,19,-0.709,22.598,17.976,1.4144,1.1999,0.271,RF,BASE+species,2021,4
31-90,50,-0.215,22.608,17.97,1.3839,1.0409,0.104,RF,BASE+species,2021,4
91-180,90,0.207,88.486,52.751,0.8129,0.7228,0.516,RF,BASE+species,2021,4
181-270,88,0.203,90.118,70.153,1.0345,0.9834,0.482,RF,BASE+species,2021,4
271-365,91,-0.672,42.265,33.437,1.6051,1.5065,0.47,RF,BASE+species,2021,4
1-7,3,-1.546,3.86,3.247,1.3082,0.367,-0.969,XGB,BASE+species,2021,4
8-30,19,-0.143,18.477,14.813,1.1655,0.9888,0.425,XGB,BASE+species,2021,4
31-90,50,-0.103,21.539,15.83,1.219,0.9169,0.106,XGB,BASE+species,2021,4
91-180,90,0.11,93.771,61.432,0.9467,0.8417,0.337,XGB,BASE+species,2021,4
181-270,88,0.312,83.741,66.203,0.9763,0.928,0.617,XGB,BASE+species,2021,4
271-365,91,-0.502,40.048,31.118,1.4937,1.402,0.462,XGB,BASE+species,2021,4
1-7,3,-0.632,3.09,2.669,1.0751,0.3017,-0.789,LightGBM,BASE+species,2021,4
8-30,19,-0.176,18.745,14.634,1.1514,0.9768,0.407,LightGBM,BASE+species,2021,4
31-90,50,-0.094,21.45,15.511,1.1945,0.8985,0.125,LightGBM,BASE+species,2021,4
91-180,90,0.176,90.229,55.781,0.8596,0.7643,0.428,LightGBM,BASE+species,2021,4
181-270,88,0.303,84.28,65.905,0.9719,0.9239,0.604,LightGBM,BASE+species,2021,4
271-365,91,-0.641,41.865,32.939,1.5812,1.4841,0.467,LightGBM,BASE+species,2021,4
1-7,3,-5.791,6.304,5.263,2.1203,0.5949,-0.463,SARIMAX,BASE+species,2021,4
8-30,19,0.012,17.178,12.552,0.9876,0.8379,0.248,SARIMAX,BASE+species,2021,4
31-90,50,0.011,20.392,13.586,1.0462,0.7869,0.168,SARIMAX,BASE+species,2021,4
91-180,90,0.112,93.664,57.006,0.8785,0.7811,0.344,SARIMAX,BASE+species,2021,4
181-270,88,0.207,89.893,64.599,0.9526,0.9056,0.477,SARIMAX,BASE+species,2021,4
271-365,91,-0.267,36.779,28.419,1.3642,1.2804,0.509,SARIMAX,BASE+species,2021,4
1-7,3,-2.24,4.354,3.727,1.5014,0.4213,-0.912,Ensemble_unweighted,BASE+species,2021,4
8-30,19,-0.178,18.76,14.579,1.1471,0.9732,0.348,Ensemble_unweighted,BASE+species,2021,4
31-90,50,-0.052,21.035,15.355,1.1824,0.8894,0.131,Ensemble_unweighted,BASE+species,2021,4
91-180,90,0.16,91.078,56.365,0.8686,0.7723,0.41,Ensemble_unweighted,BASE+species,2021,4
181-270,88,0.282,85.56,66.182,0.976,0.9277,0.566,Ensemble_unweighted,BASE+species,2021,4
271-365,91,-0.46,39.487,31.158,1.4957,1.4038,0.496,Ensemble_unweighted,BASE+species,2021,4
1-7,3,-2.197,4.325,3.704,1.4921,0.4186,-0.918,Ensemble_MASEweighted,BASE+species,2021,4
8-30,19,-0.178,18.762,14.59,1.1479,0.9739,0.35,Ensemble_MASEweighted,BASE+species,2021,4
31-90,50,-0.054,21.049,15.369,1.1835,0.8902,0.13,Ensemble_MASEweighted,BASE+species,2021,4
91-180,90,0.16,91.082,56.417,0.8694,0.773,0.41,Ensemble_MASEweighted,BASE+species,2021,4
181-270,88,0.283,85.482,66.19,0.9761,0.9279,0.568,Ensemble_MASEweighted,BASE+species,2021,4
271-365,91,-0.463,39.524,31.182,1.4968,1.4049,0.496,Ensemble_MASEweighted,BASE+species,2021,4
1-7,1,,,,,,,RF,BASE+species,2021,9
8-30,12,-0.488,22.359,19.089,0.762,1.3898,-0.012,RF,BASE+species,2021,9
31-90,35,-0.608,19.479,17.093,0.7107,1.6749,0.01,RF,BASE+species,2021,9
91-180,85,0.198,91.435,53.116,0.6869,0.5771,0.528,RF,BASE+species,2021,9
181-270,47,0.078,59.767,44.447,0.9544,0.6891,0.307,RF,BASE+species,2021,9
271-365,0,,,,,,,RF,BASE+species,2021,9
1-7,1,,,,,,,XGB,BASE+species,2021,9
8-30,12,-0.062,18.887,14.429,0.576,1.0505,0.071,XGB,BASE+species,2021,9
31-90,35,-0.166,16.59,12.822,0.5331,1.2564,-0.036,XGB,BASE+species,2021,9
91-180,85,0.245,88.695,54.043,0.6989,0.5872,0.535,XGB,BASE+species,2021,9
181-270,47,-0.135,66.311,47.396,1.0177,0.7348,0.129,XGB,BASE+species,2021,9
271-365,0,,,,,,,XGB,BASE+species,2021,9
1-7,1,,,,,,,LightGBM,BASE+species,2021,9
8-30,12,0.027,18.084,13.275,0.5299,0.9665,0.287,LightGBM,BASE+species,2021,9
31-90,35,-0.254,17.203,13.639,0.5671,1.3365,-0.045,LightGBM,BASE+species,2021,9
91-180,85,0.23,89.588,53.02,0.6857,0.5761,0.528,LightGBM,BASE+species,2021,9
181-270,47,-0.013,62.651,44.598,0.9577,0.6914,0.211,LightGBM,BASE+species,2021,9
271-365,0,,,,,,,LightGBM,BASE+species,2021,9
1-7,1,,,,,,,SARIMAX,BASE+species,2021,9
8-30,12,-1.709,30.172,24.894,0.9937,1.8124,0.164,SARIMAX,BASE+species,2021,9
31-90,35,-2.93,30.453,24.64,1.0245,2.4144,-0.032,SARIMAX,BASE+species,2021,9
91-180,85,-0.005,102.337,63.906,0.8265,0.6944,0.483,SARIMAX,BASE+species,2021,9
181-270,47,-0.218,68.709,47.672,1.0237,0.7391,0.324,SARIMAX,BASE+species,2021,9
271-365,0,,,,,,,SARIMAX,BASE+species,2021,9
1-7,1,,,,,,,Ensemble_unweighted,BASE+species,2021,9
8-30,12,-0.017,18.483,13.426,0.5359,0.9775,0.137,Ensemble_unweighted,BASE+species,2021,9
31-90,35,-0.115,16.218,10.654,0.443,1.044,-0.031,Ensemble_unweighted,BASE+species,2021,9
91-180,85,0.193,91.677,52.732,0.682,0.573,0.535,Ensemble_unweighted,BASE+species,2021,9
181-270,47,-0.025,63.027,44.536,0.9563,0.6905,0.235,Ensemble_unweighted,BASE+species,2021,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+species,2021,9
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+species,2021,9
8-30,12,-0.014,18.456,13.405,0.5351,0.9759,0.138,Ensemble_MASEweighted,BASE+species,2021,9
31-90,35,-0.112,16.198,10.71,0.4453,1.0495,-0.032,Ensemble_MASEweighted,BASE+species,2021,9
91-180,85,0.196,91.561,52.683,0.6813,0.5724,0.535,Ensemble_MASEweighted,BASE+species,2021,9
181-270,47,-0.026,63.046,44.573,0.9571,0.691,0.233,Ensemble_MASEweighted,BASE+species,2021,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+species,2021,9
1-7,0,,,,,,,RF,BASE+arable,2021,2
8-30,0,,,,,,,RF,BASE+arable,2021,2
31-90,0,,,,,,,RF,BASE+arable,2021,2
91-180,0,,,,,,,RF,BASE+arable,2021,2
181-270,0,,,,,,,RF,BASE+arable,2021,2
271-365,0,,,,,,,RF,BASE+arable,2021,2
1-7,0,,,,,,,XGB,BASE+arable,2021,2
8-30,0,,,,,,,XGB,BASE+arable,2021,2
31-90,0,,,,,,,XGB,BASE+arable,2021,2
91-180,0,,,,,,,XGB,BASE+arable,2021,2
181-270,0,,,,,,,XGB,BASE+arable,2021,2
271-365,0,,,,,,,XGB,BASE+arable,2021,2
1-7,0,,,,,,,LightGBM,BASE+arable,2021,2
8-30,0,,,,,,,LightGBM,BASE+arable,2021,2
31-90,0,,,,,,,LightGBM,BASE+arable,2021,2
91-180,0,,,,,,,LightGBM,BASE+arable,2021,2
181-270,0,,,,,,,LightGBM,BASE+arable,2021,2
271-365,0,,,,,,,LightGBM,BASE+arable,2021,2
1-7,0,,,,,,,SARIMAX,BASE+arable,2021,2
8-30,0,,,,,,,SARIMAX,BASE+arable,2021,2
31-90,0,,,,,,,SARIMAX,BASE+arable,2021,2
91-180,0,,,,,,,SARIMAX,BASE+arable,2021,2
181-270,0,,,,,,,SARIMAX,BASE+arable,2021,2
271-365,0,,,,,,,SARIMAX,BASE+arable,2021,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+arable,2021,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+arable,2021,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+arable,2021,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+arable,2021,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+arable,2021,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+arable,2021,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,2
1-7,3,-3.662,5.223,4.118,1.659,0.4655,-0.983,RF,BASE+arable,2021,4
8-30,19,-0.584,21.758,16.805,1.3222,1.1217,0.207,RF,BASE+arable,2021,4
31-90,50,-0.206,22.52,17.873,1.3764,1.0353,0.112,RF,BASE+arable,2021,4
91-180,90,0.206,88.578,53.216,0.8201,0.7292,0.506,RF,BASE+arable,2021,4
181-270,88,0.225,88.874,68.606,1.0117,0.9617,0.501,RF,BASE+arable,2021,4
271-365,91,-0.501,40.039,31.91,1.5318,1.4377,0.475,RF,BASE+arable,2021,4
1-7,3,-1.783,4.036,3.504,1.4117,0.3961,-0.867,XGB,BASE+arable,2021,4
8-30,19,-0.174,18.728,14.983,1.1789,1.0001,0.393,XGB,BASE+arable,2021,4
31-90,50,-0.11,21.605,15.809,1.2174,0.9157,0.114,XGB,BASE+arable,2021,4
91-180,90,0.122,93.141,60.607,0.934,0.8304,0.352,XGB,BASE+arable,2021,4
181-270,88,0.324,82.999,65.834,0.9708,0.9229,0.619,XGB,BASE+arable,2021,4
271-365,91,-0.563,40.853,32.334,1.5521,1.4568,0.473,XGB,BASE+arable,2021,4
1-7,3,-0.95,3.378,3.023,1.2179,0.3417,-1.0,LightGBM,BASE+arable,2021,4
8-30,19,-0.322,19.874,15.896,1.2508,1.0611,0.349,LightGBM,BASE+arable,2021,4
31-90,50,-0.122,21.725,15.737,1.2119,0.9115,0.091,LightGBM,BASE+arable,2021,4
91-180,90,0.182,89.875,55.017,0.8478,0.7538,0.444,LightGBM,BASE+arable,2021,4
181-270,88,0.305,84.184,65.548,0.9666,0.9189,0.607,LightGBM,BASE+arable,2021,4
271-365,91,-0.762,43.387,34.184,1.6409,1.5402,0.462,LightGBM,BASE+arable,2021,4
1-7,3,-5.791,6.304,5.263,2.1203,0.5949,-0.463,SARIMAX,BASE+arable,2021,4
8-30,19,0.012,17.178,12.552,0.9876,0.8379,0.248,SARIMAX,BASE+arable,2021,4
31-90,50,0.011,20.392,13.586,1.0462,0.7869,0.168,SARIMAX,BASE+arable,2021,4
91-180,90,0.112,93.664,57.006,0.8785,0.7811,0.344,SARIMAX,BASE+arable,2021,4
181-270,88,0.207,89.893,64.599,0.9526,0.9056,0.477,SARIMAX,BASE+arable,2021,4
271-365,91,-0.267,36.779,28.419,1.3642,1.2804,0.509,SARIMAX,BASE+arable,2021,4
1-7,3,-2.665,4.631,3.917,1.578,0.4427,-0.878,Ensemble_unweighted,BASE+arable,2021,4
8-30,19,-0.206,18.983,14.922,1.1741,0.9961,0.309,Ensemble_unweighted,BASE+arable,2021,4
31-90,50,-0.059,21.103,15.407,1.1865,0.8924,0.125,Ensemble_unweighted,BASE+arable,2021,4
91-180,90,0.164,90.878,56.08,0.8642,0.7684,0.417,Ensemble_unweighted,BASE+arable,2021,4
181-270,88,0.29,85.098,65.604,0.9674,0.9196,0.573,Ensemble_unweighted,BASE+arable,2021,4
271-365,91,-0.465,39.56,31.409,1.5078,1.4152,0.498,Ensemble_unweighted,BASE+arable,2021,4
1-7,3,-2.618,4.601,3.897,1.57,0.4405,-0.882,Ensemble_MASEweighted,BASE+arable,2021,4
8-30,19,-0.208,18.995,14.939,1.1755,0.9972,0.311,Ensemble_MASEweighted,BASE+arable,2021,4
31-90,50,-0.061,21.12,15.423,1.1877,0.8934,0.124,Ensemble_MASEweighted,BASE+arable,2021,4
91-180,90,0.164,90.874,56.117,0.8648,0.7689,0.417,Ensemble_MASEweighted,BASE+arable,2021,4
181-270,88,0.291,85.015,65.615,0.9676,0.9198,0.575,Ensemble_MASEweighted,BASE+arable,2021,4
271-365,91,-0.47,39.624,31.459,1.5101,1.4174,0.497,Ensemble_MASEweighted,BASE+arable,2021,4
1-7,1,,,,,,,RF,BASE+arable,2021,9
8-30,12,-0.461,22.16,18.827,0.7515,1.3707,-0.034,RF,BASE+arable,2021,9
31-90,35,-0.472,18.637,15.993,0.665,1.5671,0.108,RF,BASE+arable,2021,9
91-180,85,0.234,89.336,52.575,0.6799,0.5712,0.545,RF,BASE+arable,2021,9
181-270,47,0.032,61.235,45.796,0.9834,0.71,0.223,RF,BASE+arable,2021,9
271-365,0,,,,,,,RF,BASE+arable,2021,9
1-7,1,,,,,,,XGB,BASE+arable,2021,9
8-30,12,-0.047,18.759,14.221,0.5677,1.0354,0.133,XGB,BASE+arable,2021,9
31-90,35,-0.184,16.718,13.37,0.5559,1.3101,0.048,XGB,BASE+arable,2021,9
91-180,85,0.244,88.783,54.047,0.699,0.5872,0.544,XGB,BASE+arable,2021,9
181-270,47,-0.133,66.25,47.516,1.0203,0.7367,0.124,XGB,BASE+arable,2021,9
271-365,0,,,,,,,XGB,BASE+arable,2021,9
1-7,1,,,,,,,LightGBM,BASE+arable,2021,9
8-30,12,0.025,18.098,13.283,0.5302,0.9671,0.293,LightGBM,BASE+arable,2021,9
31-90,35,-0.237,17.086,13.346,0.5549,1.3078,-0.012,LightGBM,BASE+arable,2021,9
91-180,85,0.261,87.748,53.716,0.6947,0.5836,0.52,LightGBM,BASE+arable,2021,9
181-270,47,0.046,60.809,45.323,0.9732,0.7027,0.252,LightGBM,BASE+arable,2021,9
271-365,0,,,,,,,LightGBM,BASE+arable,2021,9
1-7,1,,,,,,,SARIMAX,BASE+arable,2021,9
8-30,12,-1.709,30.172,24.894,0.9937,1.8124,0.164,SARIMAX,BASE+arable,2021,9
31-90,35,-2.93,30.453,24.64,1.0245,2.4144,-0.032,SARIMAX,BASE+arable,2021,9
91-180,85,-0.005,102.337,63.906,0.8265,0.6944,0.483,SARIMAX,BASE+arable,2021,9
181-270,47,-0.218,68.709,47.672,1.0237,0.7391,0.324,SARIMAX,BASE+arable,2021,9
271-365,0,,,,,,,SARIMAX,BASE+arable,2021,9
1-7,1,,,,,,,Ensemble_unweighted,BASE+arable,2021,9
8-30,12,-0.013,18.453,13.337,0.5324,0.971,0.144,Ensemble_unweighted,BASE+arable,2021,9
31-90,35,-0.102,16.125,10.546,0.4385,1.0334,0.016,Ensemble_unweighted,BASE+arable,2021,9
91-180,85,0.215,90.467,52.512,0.6791,0.5706,0.533,Ensemble_unweighted,BASE+arable,2021,9
181-270,47,-0.011,62.576,44.524,0.9561,0.6903,0.23,Ensemble_unweighted,BASE+arable,2021,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+arable,2021,9
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,9
8-30,12,-0.01,18.424,13.313,0.5314,0.9692,0.145,Ensemble_MASEweighted,BASE+arable,2021,9
31-90,35,-0.099,16.102,10.603,0.4409,1.039,0.016,Ensemble_MASEweighted,BASE+arable,2021,9
91-180,85,0.216,90.359,52.489,0.6788,0.5703,0.533,Ensemble_MASEweighted,BASE+arable,2021,9
181-270,47,-0.011,62.58,44.553,0.9567,0.6907,0.228,Ensemble_MASEweighted,BASE+arable,2021,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2021,9
1-7,0,,,,,,,RF,BASE+flow,2021,2
8-30,0,,,,,,,RF,BASE+flow,2021,2
31-90,0,,,,,,,RF,BASE+flow,2021,2
91-180,0,,,,,,,RF,BASE+flow,2021,2
181-270,0,,,,,,,RF,BASE+flow,2021,2
271-365,0,,,,,,,RF,BASE+flow,2021,2
1-7,0,,,,,,,XGB,BASE+flow,2021,2
8-30,0,,,,,,,XGB,BASE+flow,2021,2
31-90,0,,,,,,,XGB,BASE+flow,2021,2
91-180,0,,,,,,,XGB,BASE+flow,2021,2
181-270,0,,,,,,,XGB,BASE+flow,2021,2
271-365,0,,,,,,,XGB,BASE+flow,2021,2
1-7,0,,,,,,,LightGBM,BASE+flow,2021,2
8-30,0,,,,,,,LightGBM,BASE+flow,2021,2
31-90,0,,,,,,,LightGBM,BASE+flow,2021,2
91-180,0,,,,,,,LightGBM,BASE+flow,2021,2
181-270,0,,,,,,,LightGBM,BASE+flow,2021,2
271-365,0,,,,,,,LightGBM,BASE+flow,2021,2
1-7,0,,,,,,,SARIMAX,BASE+flow,2021,2
8-30,0,,,,,,,SARIMAX,BASE+flow,2021,2
31-90,0,,,,,,,SARIMAX,BASE+flow,2021,2
91-180,0,,,,,,,SARIMAX,BASE+flow,2021,2
181-270,0,,,,,,,SARIMAX,BASE+flow,2021,2
271-365,0,,,,,,,SARIMAX,BASE+flow,2021,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2021,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+flow,2021,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+flow,2021,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+flow,2021,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+flow,2021,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+flow,2021,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,2
