bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,config,anchor_year,tower
181-270,74,0.107,55.441,39.081,1.0983,1.1378,0.515,XGB,BASE+species,2022,4
271-365,74,0.175,29.894,21.999,0.9728,1.0401,0.487,XGB,BASE+species,2022,4
1-7,0,,,,,,,LightGBM,BASE+species,2022,4
8-30,0,,,,,,,LightGBM,BASE+species,2022,4
31-90,1,,,,,,,LightGBM,BASE+species,2022,4
91-180,75,0.107,31.449,23.49,1.0832,1.1719,0.43,LightGBM,BASE+species,2022,4
181-270,74,-0.053,60.206,45.428,1.2767,1.3226,0.522,LightGBM,BASE+species,2022,4
271-365,74,0.13,30.707,22.459,0.9932,1.0618,0.459,LightGBM,BASE+species,2022,4
1-7,0,,,,,,,SARIMAX,BASE+species,2022,4
8-30,0,,,,,,,SARIMAX,BASE+species,2022,4
31-90,1,,,,,,,SARIMAX,BASE+species,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,SARIMAX,BASE+species,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,SARIMAX,BASE+species,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,SARIMAX,BASE+species,2022,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+species,2022,4
8-30,0,,,,,,,Ensemble_unweighted,BASE+species,2022,4
31-90,1,,,,,,,Ensemble_unweighted,BASE+species,2022,4
91-180,75,0.14,30.861,23.7,1.0929,1.1824,0.528,Ensemble_unweighted,BASE+species,2022,4
181-270,74,0.081,56.261,40.454,1.1369,1.1778,0.522,Ensemble_unweighted,BASE+species,2022,4
271-365,74,0.15,30.351,22.488,0.9944,1.0632,0.482,Ensemble_unweighted,BASE+species,2022,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+species,2022,4
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+species,2022,4
31-90,1,,,,,,,Ensemble_MASEweighted,BASE+species,2022,4
91-180,75,0.14,30.863,23.686,1.0923,1.1817,0.526,Ensemble_MASEweighted,BASE+species,2022,4
181-270,74,0.08,56.279,40.487,1.1379,1.1787,0.522,Ensemble_MASEweighted,BASE+species,2022,4
271-365,74,0.151,30.335,22.465,0.9934,1.0621,0.482,Ensemble_MASEweighted,BASE+species,2022,4
1-7,0,,,,,,,RF,BASE+species,2022,9
8-30,0,,,,,,,RF,BASE+species,2022,9
31-90,14,-0.457,18.129,13.66,1.0672,1.1034,-0.054,RF,BASE+species,2022,9
91-180,84,-0.893,25.649,20.931,1.3623,1.4127,0.134,RF,BASE+species,2022,9
181-270,84,-0.441,57.66,48.741,1.2905,1.3068,0.575,RF,BASE+species,2022,9
271-365,89,0.14,44.928,28.901,0.9549,0.9734,0.436,RF,BASE+species,2022,9
1-7,0,,,,,,,XGB,BASE+species,2022,9
8-30,0,,,,,,,XGB,BASE+species,2022,9
31-90,14,-0.441,18.028,13.263,1.0362,1.0714,0.059,XGB,BASE+species,2022,9
91-180,84,-0.704,24.337,19.625,1.2774,1.3246,0.199,XGB,BASE+species,2022,9
181-270,84,0.04,47.054,40.057,1.0606,1.0739,0.551,XGB,BASE+species,2022,9
271-365,89,0.136,45.048,29.032,0.9592,0.9778,0.417,XGB,BASE+species,2022,9
1-7,0,,,,,,,LightGBM,BASE+species,2022,9
8-30,0,,,,,,,LightGBM,BASE+species,2022,9
31-90,14,-0.425,17.926,13.269,1.0367,1.0718,-0.012,LightGBM,BASE+species,2022,9
91-180,84,-0.773,24.823,20.28,1.32,1.3688,0.202,LightGBM,BASE+species,2022,9
181-270,84,-0.439,57.624,48.294,1.2787,1.2948,0.576,LightGBM,BASE+species,2022,9
271-365,89,0.04,47.474,31.762,1.0494,1.0698,0.337,LightGBM,BASE+species,2022,9
1-7,0,,,,,,,SARIMAX,BASE+species,2022,9
8-30,0,,,,,,,SARIMAX,BASE+species,2022,9
31-90,14,-1.224,22.4,20.934,1.6354,1.6909,-0.356,SARIMAX,BASE+species,2022,9
91-180,84,-0.308,21.322,16.109,1.0485,1.0872,0.083,SARIMAX,BASE+species,2022,9
181-270,84,-0.019,48.48,38.657,1.0235,1.0364,0.573,SARIMAX,BASE+species,2022,9
271-365,89,0.066,46.827,29.273,0.9672,0.9859,0.37,SARIMAX,BASE+species,2022,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+species,2022,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+species,2022,9
31-90,14,-0.352,17.465,13.825,1.0801,1.1168,-0.226,Ensemble_unweighted,BASE+species,2022,9
91-180,84,-0.421,22.223,17.267,1.1239,1.1654,0.162,Ensemble_unweighted,BASE+species,2022,9
181-270,84,-0.153,51.566,42.731,1.1314,1.1456,0.58,Ensemble_unweighted,BASE+species,2022,9
271-365,89,0.119,45.482,29.146,0.963,0.9817,0.399,Ensemble_unweighted,BASE+species,2022,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+species,2022,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+species,2022,9
31-90,14,-0.352,17.461,13.782,1.0768,1.1133,-0.221,Ensemble_MASEweighted,BASE+species,2022,9
91-180,84,-0.43,22.293,17.35,1.1293,1.171,0.163,Ensemble_MASEweighted,BASE+species,2022,9
181-270,84,-0.152,51.561,42.749,1.1319,1.1461,0.58,Ensemble_MASEweighted,BASE+species,2022,9
271-365,89,0.119,45.489,29.174,0.9639,0.9826,0.399,Ensemble_MASEweighted,BASE+species,2022,9
1-7,0,,,,,,,RF,BASE+arable,2022,2
8-30,0,,,,,,,RF,BASE+arable,2022,2
31-90,0,,,,,,,RF,BASE+arable,2022,2
91-180,0,,,,,,,RF,BASE+arable,2022,2
181-270,0,,,,,,,RF,BASE+arable,2022,2
271-365,0,,,,,,,RF,BASE+arable,2022,2
1-7,0,,,,,,,XGB,BASE+arable,2022,2
8-30,0,,,,,,,XGB,BASE+arable,2022,2
31-90,0,,,,,,,XGB,BASE+arable,2022,2
91-180,0,,,,,,,XGB,BASE+arable,2022,2
181-270,0,,,,,,,XGB,BASE+arable,2022,2
271-365,0,,,,,,,XGB,BASE+arable,2022,2
1-7,0,,,,,,,LightGBM,BASE+arable,2022,2
8-30,0,,,,,,,LightGBM,BASE+arable,2022,2
31-90,0,,,,,,,LightGBM,BASE+arable,2022,2
91-180,0,,,,,,,LightGBM,BASE+arable,2022,2
181-270,0,,,,,,,LightGBM,BASE+arable,2022,2
271-365,0,,,,,,,LightGBM,BASE+arable,2022,2
1-7,0,,,,,,,SARIMAX,BASE+arable,2022,2
8-30,0,,,,,,,SARIMAX,BASE+arable,2022,2
31-90,0,,,,,,,SARIMAX,BASE+arable,2022,2
91-180,0,,,,,,,SARIMAX,BASE+arable,2022,2
181-270,0,,,,,,,SARIMAX,BASE+arable,2022,2
271-365,0,,,,,,,SARIMAX,BASE+arable,2022,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,2
1-7,0,,,,,,,RF,BASE+arable,2022,4
8-30,0,,,,,,,RF,BASE+arable,2022,4
31-90,1,,,,,,,RF,BASE+arable,2022,4
91-180,75,0.023,32.897,26.235,1.2098,1.3089,0.477,RF,BASE+arable,2022,4
181-270,74,0.138,54.471,37.834,1.0633,1.1015,0.521,RF,BASE+arable,2022,4
271-365,74,0.191,29.601,22.033,0.9743,1.0417,0.546,RF,BASE+arable,2022,4
1-7,0,,,,,,,XGB,BASE+arable,2022,4
8-30,0,,,,,,,XGB,BASE+arable,2022,4
31-90,1,,,,,,,XGB,BASE+arable,2022,4
91-180,75,0.153,30.632,23.041,1.0626,1.1496,0.499,XGB,BASE+arable,2022,4
181-270,74,0.096,55.787,39.42,1.1079,1.1477,0.508,XGB,BASE+arable,2022,4
271-365,74,0.166,30.059,22.154,0.9797,1.0474,0.476,XGB,BASE+arable,2022,4
1-7,0,,,,,,,LightGBM,BASE+arable,2022,4
8-30,0,,,,,,,LightGBM,BASE+arable,2022,4
31-90,1,,,,,,,LightGBM,BASE+arable,2022,4
91-180,75,0.047,32.49,24.291,1.1202,1.2119,0.374,LightGBM,BASE+arable,2022,4
181-270,74,-0.056,60.284,44.841,1.2602,1.3055,0.487,LightGBM,BASE+arable,2022,4
271-365,74,0.106,31.127,22.772,1.007,1.0766,0.44,LightGBM,BASE+arable,2022,4
1-7,0,,,,,,,SARIMAX,BASE+arable,2022,4
8-30,0,,,,,,,SARIMAX,BASE+arable,2022,4
31-90,1,,,,,,,SARIMAX,BASE+arable,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,SARIMAX,BASE+arable,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,SARIMAX,BASE+arable,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,SARIMAX,BASE+arable,2022,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,4
8-30,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,4
31-90,1,,,,,,,Ensemble_unweighted,BASE+arable,2022,4
91-180,75,0.123,31.171,23.988,1.1062,1.1968,0.513,Ensemble_unweighted,BASE+arable,2022,4
181-270,74,0.071,56.564,40.498,1.1382,1.179,0.51,Ensemble_unweighted,BASE+arable,2022,4
271-365,74,0.144,30.453,22.594,0.9992,1.0682,0.478,Ensemble_unweighted,BASE+arable,2022,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,4
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,4
31-90,1,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,4
91-180,75,0.122,31.18,23.981,1.1059,1.1965,0.511,Ensemble_MASEweighted,BASE+arable,2022,4
181-270,74,0.07,56.586,40.527,1.139,1.1799,0.509,Ensemble_MASEweighted,BASE+arable,2022,4
271-365,74,0.145,30.441,22.573,0.9982,1.0672,0.478,Ensemble_MASEweighted,BASE+arable,2022,4
1-7,0,,,,,,,RF,BASE+arable,2022,9
8-30,0,,,,,,,RF,BASE+arable,2022,9
31-90,14,-0.49,18.331,13.739,1.0734,1.1098,-0.057,RF,BASE+arable,2022,9
91-180,84,-0.93,25.901,21.215,1.3808,1.4319,0.105,RF,BASE+arable,2022,9
181-270,84,-0.266,54.034,45.476,1.2041,1.2192,0.593,RF,BASE+arable,2022,9
271-365,89,0.131,45.166,29.418,0.972,0.9908,0.432,RF,BASE+arable,2022,9
1-7,0,,,,,,,XGB,BASE+arable,2022,9
8-30,0,,,,,,,XGB,BASE+arable,2022,9
31-90,14,-0.418,17.887,13.154,1.0277,1.0626,0.075,XGB,BASE+arable,2022,9
91-180,84,-0.733,24.544,19.882,1.2941,1.3419,0.204,XGB,BASE+arable,2022,9
181-270,84,0.068,46.367,39.409,1.0434,1.0566,0.559,XGB,BASE+arable,2022,9
271-365,89,0.146,44.767,28.677,0.9475,0.9659,0.434,XGB,BASE+arable,2022,9
1-7,0,,,,,,,LightGBM,BASE+arable,2022,9
8-30,0,,,,,,,LightGBM,BASE+arable,2022,9
31-90,14,-0.418,17.886,13.298,1.0389,1.0741,-0.011,LightGBM,BASE+arable,2022,9
91-180,84,-0.78,24.875,20.322,1.3227,1.3716,0.213,LightGBM,BASE+arable,2022,9
181-270,84,-0.487,58.57,49.133,1.3009,1.3173,0.557,LightGBM,BASE+arable,2022,9
271-365,89,0.033,47.659,31.961,1.056,1.0765,0.318,LightGBM,BASE+arable,2022,9
1-7,0,,,,,,,SARIMAX,BASE+arable,2022,9
8-30,0,,,,,,,SARIMAX,BASE+arable,2022,9
31-90,14,-1.224,22.4,20.934,1.6354,1.6909,-0.356,SARIMAX,BASE+arable,2022,9
91-180,84,-0.308,21.322,16.109,1.0485,1.0872,0.083,SARIMAX,BASE+arable,2022,9
181-270,84,-0.019,48.48,38.657,1.0235,1.0364,0.573,SARIMAX,BASE+arable,2022,9
271-365,89,0.066,46.827,29.273,0.9672,0.9859,0.37,SARIMAX,BASE+arable,2022,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+arable,2022,9
31-90,14,-0.35,17.449,13.801,1.0782,1.1148,-0.228,Ensemble_unweighted,BASE+arable,2022,9
91-180,84,-0.432,22.311,17.369,1.1305,1.1723,0.161,Ensemble_unweighted,BASE+arable,2022,9
181-270,84,-0.114,50.696,41.999,1.112,1.126,0.583,Ensemble_unweighted,BASE+arable,2022,9
271-365,89,0.119,45.477,29.172,0.9638,0.9826,0.399,Ensemble_unweighted,BASE+arable,2022,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2022,9
31-90,14,-0.349,17.444,13.757,1.0748,1.1112,-0.223,Ensemble_MASEweighted,BASE+arable,2022,9
91-180,84,-0.441,22.382,17.458,1.1363,1.1783,0.163,Ensemble_MASEweighted,BASE+arable,2022,9
181-270,84,-0.115,50.711,42.027,1.1128,1.1268,0.582,Ensemble_MASEweighted,BASE+arable,2022,9
271-365,89,0.119,45.482,29.193,0.9645,0.9833,0.399,Ensemble_MASEweighted,BASE+arable,2022,9
1-7,0,,,,,,,RF,BASE+flow,2022,2
8-30,0,,,,,,,RF,BASE+flow,2022,2
31-90,0,,,,,,,RF,BASE+flow,2022,2
91-180,0,,,,,,,RF,BASE+flow,2022,2
181-270,0,,,,,,,RF,BASE+flow,2022,2
271-365,0,,,,,,,RF,BASE+flow,2022,2
1-7,0,,,,,,,XGB,BASE+flow,2022,2
8-30,0,,,,,,,XGB,BASE+flow,2022,2
31-90,0,,,,,,,XGB,BASE+flow,2022,2
91-180,0,,,,,,,XGB,BASE+flow,2022,2
181-270,0,,,,,,,XGB,BASE+flow,2022,2
271-365,0,,,,,,,XGB,BASE+flow,2022,2
1-7,0,,,,,,,LightGBM,BASE+flow,2022,2
8-30,0,,,,,,,LightGBM,BASE+flow,2022,2
31-90,0,,,,,,,LightGBM,BASE+flow,2022,2
91-180,0,,,,,,,LightGBM,BASE+flow,2022,2
181-270,0,,,,,,,LightGBM,BASE+flow,2022,2
271-365,0,,,,,,,LightGBM,BASE+flow,2022,2
1-7,0,,,,,,,SARIMAX,BASE+flow,2022,2
8-30,0,,,,,,,SARIMAX,BASE+flow,2022,2
31-90,0,,,,,,,SARIMAX,BASE+flow,2022,2
91-180,0,,,,,,,SARIMAX,BASE+flow,2022,2
181-270,0,,,,,,,SARIMAX,BASE+flow,2022,2
271-365,0,,,,,,,SARIMAX,BASE+flow,2022,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,2
1-7,0,,,,,,,RF,BASE+flow,2022,4
8-30,0,,,,,,,RF,BASE+flow,2022,4
31-90,1,,,,,,,RF,BASE+flow,2022,4
91-180,75,0.028,32.804,26.091,1.2032,1.3017,0.481,RF,BASE+flow,2022,4
181-270,74,-0.077,60.896,45.215,1.2707,1.3164,0.507,RF,BASE+flow,2022,4
271-365,74,0.182,29.763,22.348,0.9883,1.0566,0.546,RF,BASE+flow,2022,4
1-7,0,,,,,,,XGB,BASE+flow,2022,4
8-30,0,,,,,,,XGB,BASE+flow,2022,4
31-90,1,,,,,,,XGB,BASE+flow,2022,4
91-180,75,0.139,30.881,23.05,1.063,1.15,0.462,XGB,BASE+flow,2022,4
181-270,74,0.088,56.024,39.66,1.1146,1.1546,0.504,XGB,BASE+flow,2022,4
271-365,74,0.183,29.748,21.943,0.9703,1.0374,0.501,XGB,BASE+flow,2022,4
1-7,0,,,,,,,LightGBM,BASE+flow,2022,4
8-30,0,,,,,,,LightGBM,BASE+flow,2022,4
31-90,1,,,,,,,LightGBM,BASE+flow,2022,4
91-180,75,-0.05,34.102,25.211,1.1626,1.2578,0.282,LightGBM,BASE+flow,2022,4
181-270,74,-0.261,65.889,50.529,1.4201,1.4711,0.52,LightGBM,BASE+flow,2022,4
271-365,74,0.172,29.949,21.958,0.971,1.0381,0.482,LightGBM,BASE+flow,2022,4
1-7,0,,,,,,,SARIMAX,BASE+flow,2022,4
8-30,0,,,,,,,SARIMAX,BASE+flow,2022,4
31-90,1,,,,,,,SARIMAX,BASE+flow,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,SARIMAX,BASE+flow,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,SARIMAX,BASE+flow,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,SARIMAX,BASE+flow,2022,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,4
8-30,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,4
31-90,1,,,,,,,Ensemble_unweighted,BASE+flow,2022,4
91-180,75,0.104,31.501,24.126,1.1126,1.2037,0.477,Ensemble_unweighted,BASE+flow,2022,4
181-270,74,-0.009,58.945,43.282,1.2164,1.2601,0.522,Ensemble_unweighted,BASE+flow,2022,4
271-365,74,0.161,30.157,22.417,0.9913,1.0598,0.496,Ensemble_unweighted,BASE+flow,2022,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,4
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,4
31-90,1,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,4
91-180,75,0.103,31.521,24.124,1.1125,1.2036,0.474,Ensemble_MASEweighted,BASE+flow,2022,4
181-270,74,-0.01,58.959,43.308,1.2171,1.2608,0.522,Ensemble_MASEweighted,BASE+flow,2022,4
271-365,74,0.162,30.137,22.388,0.99,1.0585,0.496,Ensemble_MASEweighted,BASE+flow,2022,4
1-7,0,,,,,,,RF,BASE+flow,2022,9
8-30,0,,,,,,,RF,BASE+flow,2022,9
31-90,14,-0.628,19.164,14.169,1.107,1.1446,-0.132,RF,BASE+flow,2022,9
91-180,84,-0.928,25.887,20.956,1.364,1.4144,0.116,RF,BASE+flow,2022,9
181-270,84,-0.379,56.405,47.53,1.2585,1.2743,0.6,RF,BASE+flow,2022,9
271-365,89,0.127,45.275,29.699,0.9812,1.0003,0.437,RF,BASE+flow,2022,9
1-7,0,,,,,,,XGB,BASE+flow,2022,9
8-30,0,,,,,,,XGB,BASE+flow,2022,9
31-90,14,-0.433,17.982,13.23,1.0336,1.0686,0.107,XGB,BASE+flow,2022,9
91-180,84,-0.777,24.851,20.15,1.3115,1.36,0.208,XGB,BASE+flow,2022,9
181-270,84,0.072,46.258,39.257,1.0394,1.0525,0.56,XGB,BASE+flow,2022,9
271-365,89,0.144,44.832,28.63,0.9459,0.9643,0.428,XGB,BASE+flow,2022,9
1-7,0,,,,,,,LightGBM,BASE+flow,2022,9
8-30,0,,,,,,,LightGBM,BASE+flow,2022,9
31-90,14,-0.399,17.763,13.263,1.0362,1.0714,-0.038,LightGBM,BASE+flow,2022,9
91-180,84,-0.745,24.626,20.01,1.3024,1.3505,0.19,LightGBM,BASE+flow,2022,9
181-270,84,-0.512,59.059,49.597,1.3132,1.3297,0.59,LightGBM,BASE+flow,2022,9
271-365,89,0.059,47.012,31.192,1.0306,1.0506,0.33,LightGBM,BASE+flow,2022,9
1-7,0,,,,,,,SARIMAX,BASE+flow,2022,9
8-30,0,,,,,,,SARIMAX,BASE+flow,2022,9
31-90,14,-1.224,22.4,20.934,1.6354,1.6909,-0.356,SARIMAX,BASE+flow,2022,9
91-180,84,-0.308,21.322,16.109,1.0485,1.0872,0.083,SARIMAX,BASE+flow,2022,9
181-270,84,-0.019,48.48,38.657,1.0235,1.0364,0.573,SARIMAX,BASE+flow,2022,9
271-365,89,0.066,46.827,29.273,0.9672,0.9859,0.37,SARIMAX,BASE+flow,2022,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+flow,2022,9
31-90,14,-0.378,17.632,13.924,1.0878,1.1247,-0.23,Ensemble_unweighted,BASE+flow,2022,9
91-180,84,-0.431,22.302,17.266,1.1238,1.1653,0.16,Ensemble_unweighted,BASE+flow,2022,9
181-270,84,-0.136,51.198,42.45,1.124,1.1381,0.594,Ensemble_unweighted,BASE+flow,2022,9
271-365,89,0.125,45.335,29.071,0.9605,0.9792,0.406,Ensemble_unweighted,BASE+flow,2022,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2022,9
31-90,14,-0.377,17.623,13.876,1.0841,1.1209,-0.225,Ensemble_MASEweighted,BASE+flow,2022,9
91-180,84,-0.441,22.376,17.354,1.1295,1.1713,0.162,Ensemble_MASEweighted,BASE+flow,2022,9
181-270,84,-0.136,51.199,42.469,1.1245,1.1386,0.594,Ensemble_MASEweighted,BASE+flow,2022,9
271-365,89,0.125,45.338,29.086,0.961,0.9797,0.406,Ensemble_MASEweighted,BASE+flow,2022,9
1-7,0,,,,,,,RF,BASE+mgmt,2022,2
8-30,0,,,,,,,RF,BASE+mgmt,2022,2
31-90,0,,,,,,,RF,BASE+mgmt,2022,2
91-180,0,,,,,,,RF,BASE+mgmt,2022,2
181-270,0,,,,,,,RF,BASE+mgmt,2022,2
271-365,0,,,,,,,RF,BASE+mgmt,2022,2
1-7,0,,,,,,,XGB,BASE+mgmt,2022,2
8-30,0,,,,,,,XGB,BASE+mgmt,2022,2
31-90,0,,,,,,,XGB,BASE+mgmt,2022,2
91-180,0,,,,,,,XGB,BASE+mgmt,2022,2
181-270,0,,,,,,,XGB,BASE+mgmt,2022,2
271-365,0,,,,,,,XGB,BASE+mgmt,2022,2
1-7,0,,,,,,,LightGBM,BASE+mgmt,2022,2
8-30,0,,,,,,,LightGBM,BASE+mgmt,2022,2
31-90,0,,,,,,,LightGBM,BASE+mgmt,2022,2
91-180,0,,,,,,,LightGBM,BASE+mgmt,2022,2
181-270,0,,,,,,,LightGBM,BASE+mgmt,2022,2
271-365,0,,,,,,,LightGBM,BASE+mgmt,2022,2
1-7,0,,,,,,,SARIMAX,BASE+mgmt,2022,2
8-30,0,,,,,,,SARIMAX,BASE+mgmt,2022,2
31-90,0,,,,,,,SARIMAX,BASE+mgmt,2022,2
91-180,0,,,,,,,SARIMAX,BASE+mgmt,2022,2
181-270,0,,,,,,,SARIMAX,BASE+mgmt,2022,2
271-365,0,,,,,,,SARIMAX,BASE+mgmt,2022,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,2
1-7,0,,,,,,,RF,BASE+mgmt,2022,4
8-30,0,,,,,,,RF,BASE+mgmt,2022,4
31-90,1,,,,,,,RF,BASE+mgmt,2022,4
91-180,75,0.01,33.119,26.717,1.2321,1.3329,0.517,RF,BASE+mgmt,2022,4
181-270,74,0.11,55.358,39.307,1.1047,1.1444,0.518,RF,BASE+mgmt,2022,4
271-365,74,0.168,30.027,22.091,0.9769,1.0444,0.51,RF,BASE+mgmt,2022,4
1-7,0,,,,,,,XGB,BASE+mgmt,2022,4
8-30,0,,,,,,,XGB,BASE+mgmt,2022,4
31-90,1,,,,,,,XGB,BASE+mgmt,2022,4
91-180,75,0.151,30.669,22.918,1.0569,1.1434,0.472,XGB,BASE+mgmt,2022,4
181-270,74,0.092,55.896,39.795,1.1184,1.1586,0.509,XGB,BASE+mgmt,2022,4
271-365,74,0.173,29.94,22.03,0.9742,1.0416,0.485,XGB,BASE+mgmt,2022,4
1-7,0,,,,,,,LightGBM,BASE+mgmt,2022,4
8-30,0,,,,,,,LightGBM,BASE+mgmt,2022,4
31-90,1,,,,,,,LightGBM,BASE+mgmt,2022,4
91-180,75,0.073,32.041,23.792,1.0972,1.187,0.392,LightGBM,BASE+mgmt,2022,4
181-270,74,0.038,57.542,41.327,1.1615,1.2032,0.478,LightGBM,BASE+mgmt,2022,4
271-365,74,0.184,29.738,21.979,0.9719,1.0391,0.503,LightGBM,BASE+mgmt,2022,4
1-7,0,,,,,,,SARIMAX,BASE+mgmt,2022,4
8-30,0,,,,,,,SARIMAX,BASE+mgmt,2022,4
31-90,1,,,,,,,SARIMAX,BASE+mgmt,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,SARIMAX,BASE+mgmt,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,SARIMAX,BASE+mgmt,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,SARIMAX,BASE+mgmt,2022,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,4
8-30,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,4
31-90,1,,,,,,,Ensemble_unweighted,BASE+mgmt,2022,4
91-180,75,0.129,31.051,23.904,1.1023,1.1926,0.521,Ensemble_unweighted,BASE+mgmt,2022,4
181-270,74,0.08,56.268,40.123,1.1276,1.1681,0.509,Ensemble_unweighted,BASE+mgmt,2022,4
271-365,74,0.158,30.212,22.419,0.9914,1.0599,0.489,Ensemble_unweighted,BASE+mgmt,2022,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,4
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,4
31-90,1,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2022,4
91-180,75,0.129,31.057,23.89,1.1017,1.1919,0.519,Ensemble_MASEweighted,BASE+mgmt,2022,4
181-270,74,0.08,56.27,40.127,1.1277,1.1682,0.509,Ensemble_MASEweighted,BASE+mgmt,2022,4
271-365,74,0.159,30.191,22.392,0.9902,1.0587,0.49,Ensemble_MASEweighted,BASE+mgmt,2022,4
