tower,anchor_year,model,bin,n,R2,RMSE,MAE,WAPE,Correlation,MASE_persistence,MASE_climatology_obs,MASE_climatology_gf
9,2018,TabICLv2,8-30,0,,,,,,,,
9,2018,TabICLv2,91-180,0,,,,,,,,
9,2018,TabPFN,1-7,0,,,,,,,,
9,2018,TabPFN,181-270,0,,,,,,,,
9,2018,TabPFN,271-365,0,,,,,,,,
9,2018,TabPFN,31-90,0,,,,,,,,
9,2018,TabPFN,8-30,0,,,,,,,,
9,2018,TabPFN,91-180,0,,,,,,,,
9,2018,XGB,1-7,0,,,,,,,,
9,2018,XGB,181-270,0,,,,,,,,
9,2018,XGB,271-365,0,,,,,,,,
9,2018,XGB,31-90,0,,,,,,,,
9,2018,XGB,8-30,0,,,,,,,,
9,2018,XGB,91-180,0,,,,,,,,
9,2019,DLinear,1-7,0,,,,,,,,
9,2019,DLinear,181-270,49,-0.255,75.389,56.712,1.4429,0.311,1.4686,,0.6307
9,2019,DLinear,271-365,49,-0.185,124.449,78.506,1.0451,0.499,1.1079,,1.1139
9,2019,DLinear,31-90,16,-2.843,39.371,28.668,1.2605,-0.43,1.7339,,1.2891
9,2019,DLinear,8-30,0,,,,,,,,
9,2019,DLinear,91-180,81,-0.017,72.027,54.194,0.8771,0.275,0.9552,,1.1113
9,2019,Ensemble_MASEweighted,1-7,0,,,,,,,,
9,2019,Ensemble_MASEweighted,181-270,49,0.094,64.07,40.251,1.0241,0.388,1.0423,,0.4476
9,2019,Ensemble_MASEweighted,271-365,49,0.123,107.035,53.827,0.7166,0.625,0.7596,,0.7638
9,2019,Ensemble_MASEweighted,31-90,16,-0.66,25.874,20.577,0.9048,0.31,1.2445,,0.9253
9,2019,Ensemble_MASEweighted,8-30,0,,,,,,,,
9,2019,Ensemble_MASEweighted,91-180,81,0.317,59.026,42.022,0.6801,0.579,0.7407,,0.8617
9,2019,Ensemble_unweighted,1-7,0,,,,,,,,
9,2019,Ensemble_unweighted,181-270,49,0.095,64.019,40.132,1.0211,0.388,1.0392,,0.4463
9,2019,Ensemble_unweighted,271-365,49,0.123,107.056,53.81,0.7164,0.624,0.7594,,0.7635
9,2019,Ensemble_unweighted,31-90,16,-0.644,25.752,20.503,0.9015,0.308,1.24,,0.9219
9,2019,Ensemble_unweighted,8-30,0,,,,,,,,
9,2019,Ensemble_unweighted,91-180,81,0.317,59.012,42.006,0.6798,0.579,0.7404,,0.8614
9,2019,LSTM,1-7,0,,,,,,,,
9,2019,LSTM,181-270,49,0.076,64.705,37.834,0.9626,0.35,0.9797,,0.4208
9,2019,LSTM,271-365,49,-0.634,146.14,86.171,1.1472,-0.432,1.216,,1.2227
9,2019,LSTM,31-90,16,-0.888,27.595,22.507,0.9896,0.411,1.3613,,1.0121
9,2019,LSTM,8-30,0,,,,,,,,
9,2019,LSTM,91-180,81,-0.089,74.541,46.793,0.7573,0.29,0.8248,,0.9595
9,2019,LightGBM,1-7,0,,,,,,,,
9,2019,LightGBM,181-270,49,0.071,64.888,43.142,1.0976,0.406,1.1171,,0.4798
9,2019,LightGBM,271-365,49,0.105,108.169,56.35,0.7502,0.601,0.7952,,0.7996
9,2019,LightGBM,31-90,16,-1.967,34.59,25.196,1.1079,0.351,1.5239,,1.133
9,2019,LightGBM,8-30,0,,,,,,,,
9,2019,LightGBM,91-180,81,0.289,60.21,42.791,0.6925,0.551,0.7542,,0.8775
9,2019,RF,1-7,0,,,,,,,,
9,2019,RF,181-270,49,0.031,66.251,42.886,1.0911,0.361,1.1105,,0.477
9,2019,RF,271-365,49,0.101,108.359,55.68,0.7413,0.626,0.7858,,0.7901
9,2019,RF,31-90,16,-0.908,27.743,22.691,0.9977,0.243,1.3724,,1.0203
9,2019,RF,8-30,0,,,,,,,,
9,2019,RF,91-180,81,0.287,60.328,44.271,0.7165,0.556,0.7803,,0.9078
9,2019,SARIMAX,1-7,0,,,,,,,,
9,2019,SARIMAX,181-270,49,0.143,62.315,37.446,0.9527,0.385,0.9697,,0.4165
9,2019,SARIMAX,271-365,49,0.09,109.044,56.908,0.7576,0.591,0.8031,,0.8075
9,2019,SARIMAX,31-90,16,-0.106,21.119,15.255,0.6707,0.064,0.9226,,0.6859
9,2019,SARIMAX,8-30,0,,,,,,,,
9,2019,SARIMAX,91-180,81,0.327,58.583,39.938,0.6463,0.576,0.704,,0.819
9,2019,TFT,1-7,0,,,,,,,,
9,2019,TFT,181-270,49,0.153,61.933,43.815,1.1148,0.506,1.1346,,0.4873
9,2019,TFT,271-365,49,-0.373,133.939,75.958,1.0112,-0.09,1.0719,,1.0778
9,2019,TFT,31-90,16,-0.695,26.145,21.643,0.9516,0.415,1.309,,0.9732
9,2019,TFT,8-30,0,,,,,,,,
9,2019,TFT,91-180,81,-0.012,71.87,50.96,0.8247,0.242,0.8982,,1.045
9,2019,TabICLv2,1-7,0,,,,,,,,
9,2019,TabICLv2,181-270,49,-0.036,68.515,39.304,1.0,-0.225,1.0178,,0.4371
9,2019,TabICLv2,271-365,49,-0.406,135.523,75.116,1.0,0.214,1.06,,1.0658
9,2019,TabICLv2,31-90,16,-1.012,28.484,22.743,1.0,0.239,1.3755,,1.0226
9,2019,TabICLv2,8-30,0,,,,,,,,
9,2019,TabICLv2,91-180,81,-0.64,91.466,61.791,1.0,0.336,1.0891,,1.2671
9,2019,TabPFN,1-7,0,,,,,,,,
9,2019,TabPFN,181-270,49,-0.036,68.515,39.304,1.0,,1.0178,,0.4371
9,2019,TabPFN,271-365,49,-0.406,135.523,75.116,1.0,,1.06,,1.0658
9,2019,TabPFN,31-90,16,-1.012,28.484,22.743,1.0,,1.3755,,1.0226
9,2019,TabPFN,8-30,0,,,,,,,,
9,2019,TabPFN,91-180,81,-0.64,91.467,61.791,1.0,,1.0891,,1.2671
9,2019,XGB,1-7,0,,,,,,,,
9,2019,XGB,181-270,49,0.017,66.74,45.156,1.1489,0.388,1.1693,,0.5022
9,2019,XGB,271-365,49,0.152,105.289,54.091,0.7201,0.633,0.7633,,0.7675
9,2019,XGB,31-90,16,-0.836,27.213,21.111,0.9283,0.336,1.2769,,0.9493
9,2019,XGB,8-30,0,,,,,,,,
9,2019,XGB,91-180,81,0.305,59.536,42.313,0.6848,0.57,0.7458,,0.8677
9,2020,DLinear,1-7,4,-45.979,25.472,22.238,6.7908,0.297,0.9107,4.2802,0.6785
9,2020,DLinear,181-270,64,0.141,89.141,59.302,0.8756,0.378,0.9676,0.7724,0.7832
9,2020,DLinear,271-365,86,-0.041,54.188,42.239,1.2832,0.454,1.2189,0.5641,1.0941
9,2020,DLinear,31-90,24,-3.462,30.236,26.316,2.1645,0.091,1.2626,1.0277,1.2197
9,2020,DLinear,8-30,19,0.123,142.354,81.606,1.2522,0.463,1.3243,1.1691,1.3295
9,2020,DLinear,91-180,57,-1.434,31.653,25.224,1.358,-0.089,1.364,0.4178,0.8171
9,2020,Ensemble_MASEweighted,1-7,4,-56.25,28.118,27.673,8.4505,0.531,1.1332,5.3263,0.8443
9,2020,Ensemble_MASEweighted,181-270,64,0.187,86.732,58.244,0.86,0.45,0.9503,0.7586,0.7693
9,2020,Ensemble_MASEweighted,271-365,86,0.099,50.425,31.03,0.9427,0.368,0.8954,0.4144,0.8037
9,2020,Ensemble_MASEweighted,31-90,24,-2.7,27.532,21.508,1.769,0.354,1.0319,0.8399,0.9968
9,2020,Ensemble_MASEweighted,8-30,19,0.015,150.867,58.272,0.8941,0.382,0.9457,0.8348,0.9493
9,2020,Ensemble_MASEweighted,91-180,57,-0.101,21.288,15.391,0.8286,0.13,0.8323,0.2549,0.4985
9,2020,Ensemble_unweighted,1-7,4,-56.072,28.075,27.617,8.4336,0.528,1.131,5.3156,0.8426
9,2020,Ensemble_unweighted,181-270,64,0.187,86.721,58.232,0.8598,0.45,0.9501,0.7584,0.7691
9,2020,Ensemble_unweighted,271-365,86,0.098,50.452,31.03,0.9427,0.367,0.8955,0.4144,0.8038
9,2020,Ensemble_unweighted,31-90,24,-2.664,27.397,21.374,1.758,0.356,1.0255,0.8347,0.9906
9,2020,Ensemble_unweighted,8-30,19,0.013,150.949,58.23,0.8935,0.381,0.945,0.8343,0.9486
9,2020,Ensemble_unweighted,91-180,57,-0.1,21.283,15.385,0.8283,0.13,0.832,0.2549,0.4984
9,2020,LSTM,1-7,4,-181.469,50.2,44.838,13.6924,-0.592,1.8362,8.6302,1.368
9,2020,LSTM,181-270,64,0.137,89.386,57.346,0.8467,0.41,0.9356,0.7469,0.7574
9,2020,LSTM,271-365,86,-0.324,61.126,44.136,1.3408,0.232,1.2737,0.5894,1.1432
9,2020,LSTM,31-90,24,-7.498,41.724,35.201,2.8954,0.327,1.689,1.3747,1.6315
9,2020,LSTM,8-30,19,-0.019,153.404,112.797,1.7308,0.354,1.8305,1.616,1.8376
9,2020,LSTM,91-180,57,-11.904,72.887,52.906,2.8483,-0.042,2.861,0.8764,1.7138
9,2020,LightGBM,1-7,4,-56.661,28.219,27.811,8.4927,0.448,1.1389,5.3529,0.8485
9,2020,LightGBM,181-270,64,0.165,87.892,60.043,0.8865,0.43,0.9796,0.782,0.793
9,2020,LightGBM,271-365,86,0.108,50.16,31.948,0.9705,0.395,0.9219,0.4267,0.8275
9,2020,LightGBM,31-90,24,-4.157,32.505,26.138,2.1499,0.306,1.2541,1.0207,1.2115
9,2020,LightGBM,8-30,19,0.056,147.662,60.231,0.9242,0.443,0.9775,0.8629,0.9812
9,2020,LightGBM,91-180,57,-0.119,21.464,15.777,0.8494,0.125,0.8532,0.2613,0.5111
9,2020,RF,1-7,4,-58.269,28.61,28.046,8.5647,0.595,1.1485,5.3983,0.8557
9,2020,RF,181-270,64,0.161,88.088,60.761,0.8971,0.403,0.9914,0.7914,0.8025
9,2020,RF,271-365,86,0.115,49.982,31.169,0.9469,0.404,0.8995,0.4163,0.8074
9,2020,RF,31-90,24,-2.904,28.282,23.872,1.9635,0.404,1.1454,0.9322,1.1064
9,2020,RF,8-30,19,0.008,151.367,59.29,0.9098,0.339,0.9622,0.8494,0.9659
9,2020,RF,91-180,57,-0.156,21.814,16.256,0.8752,0.19,0.8791,0.2693,0.5266
9,2020,SARIMAX,1-7,4,-53.211,27.362,24.05,7.3442,0.233,0.9849,4.629,0.7338
9,2020,SARIMAX,181-270,64,0.208,85.6,56.597,0.8357,0.469,0.9234,0.7371,0.7475
9,2020,SARIMAX,271-365,86,-0.007,53.307,32.548,0.9888,0.255,0.9393,0.4347,0.8431
9,2020,SARIMAX,31-90,24,-1.031,20.398,15.203,1.2505,0.43,0.7294,0.5937,0.7046
9,2020,SARIMAX,8-30,19,-0.064,156.763,59.521,0.9133,0.307,0.9659,0.8527,0.9697
9,2020,SARIMAX,91-180,57,-0.136,21.625,15.425,0.8305,0.048,0.8341,0.2555,0.4997
9,2020,TFT,1-7,4,-2.31,6.761,6.151,1.8782,0.723,0.2519,1.1838,0.1877
9,2020,TFT,181-270,64,0.123,90.079,52.682,0.7778,0.403,0.8595,0.6861,0.6958
9,2020,TFT,271-365,86,0.232,46.548,27.237,0.8274,0.494,0.786,0.3638,0.7055
9,2020,TFT,31-90,24,0.157,13.144,10.434,0.8582,0.597,0.5006,0.4074,0.4836
9,2020,TFT,8-30,19,-0.144,162.547,61.873,0.9494,-0.032,1.0041,0.8864,1.008
9,2020,TFT,91-180,57,-0.814,27.329,22.014,1.1852,0.001,1.1905,0.3647,0.7131
9,2020,TabICLv2,1-7,4,-21.186,17.504,14.26,4.3546,-0.145,0.584,2.7447,0.4351
9,2020,TabICLv2,181-270,64,-0.179,104.45,58.876,0.8693,0.033,0.9606,0.7668,0.7776
9,2020,TabICLv2,271-365,86,-0.03,53.916,31.372,0.953,0.184,0.9053,0.419,0.8126
9,2020,TabICLv2,31-90,24,-0.142,15.295,12.941,1.0644,-0.05,0.6209,0.5054,0.5998
9,2020,TabICLv2,8-30,19,-0.105,159.76,61.325,0.941,-0.092,0.9952,0.8786,0.9991
9,2020,TabICLv2,91-180,57,-0.435,24.303,18.405,0.9909,0.113,0.9953,0.3049,0.5962
9,2020,TabPFN,1-7,4,-24.669,18.828,15.592,4.7615,0.066,0.6385,3.0011,0.4757
9,2020,TabPFN,181-270,64,-0.103,101.037,59.342,0.8762,0.386,0.9682,0.7729,0.7838
9,2020,TabPFN,271-365,86,-0.045,54.305,32.06,0.9739,0.063,0.9252,0.4282,0.8304
9,2020,TabPFN,31-90,24,-0.19,15.613,13.412,1.1031,0.217,0.6435,0.5237,0.6216
9,2020,TabPFN,8-30,19,-0.02,153.488,58.932,0.9043,0.297,0.9564,0.8443,0.9601
9,2020,TabPFN,91-180,57,-0.272,22.885,17.049,0.9179,0.133,0.9219,0.2824,0.5523
9,2020,XGB,1-7,4,-68.778,31.043,30.561,9.3326,0.471,1.2515,5.8823,0.9324
9,2020,XGB,181-270,64,0.19,86.575,57.953,0.8557,0.466,0.9455,0.7548,0.7654
9,2020,XGB,271-365,86,0.125,49.681,30.623,0.9303,0.399,0.8837,0.409,0.7932
9,2020,XGB,31-90,24,-3.719,31.092,24.63,2.0258,0.263,1.1817,0.9618,1.1416
9,2020,XGB,8-30,19,0.035,149.279,59.909,0.9193,0.381,0.9722,0.8583,0.976
9,2020,XGB,91-180,57,-0.162,21.873,16.205,0.8725,0.12,0.8763,0.2684,0.5249
9,2021,DLinear,1-7,1,,,,,,,,
9,2021,DLinear,181-270,47,-0.132,66.238,51.368,0.7964,0.234,1.103,1.2355,0.936
9,2021,DLinear,271-365,0,,,,,,,,
9,2021,DLinear,31-90,35,-3.798,33.647,25.819,2.53,0.144,1.0736,1.8381,1.2219
9,2021,DLinear,8-30,12,-7.853,54.542,49.745,3.6217,-0.13,1.9857,1.4386,2.3952
9,2021,DLinear,91-180,85,0.171,92.972,58.358,0.6341,0.442,0.7547,0.8657,0.8303
9,2021,Ensemble_MASEweighted,1-7,1,,,,,,,,
9,2021,Ensemble_MASEweighted,181-270,47,-0.016,62.745,44.22,0.6856,0.225,0.9495,1.0636,0.8058
9,2021,Ensemble_MASEweighted,271-365,0,,,,,,,,
9,2021,Ensemble_MASEweighted,31-90,35,-0.099,16.105,10.71,1.0495,0.002,0.4453,0.7625,0.5069
9,2021,Ensemble_MASEweighted,8-30,12,0.021,18.138,13.104,0.9541,0.19,0.5231,0.379,0.631
9,2021,Ensemble_MASEweighted,91-180,85,0.21,90.759,52.344,0.5687,0.534,0.6769,0.7765,0.7447
9,2021,Ensemble_unweighted,1-7,1,,,,,,,,
9,2021,Ensemble_unweighted,181-270,47,-0.016,62.737,44.206,0.6854,0.227,0.9492,1.0632,0.8055
9,2021,Ensemble_unweighted,271-365,0,,,,,,,,
9,2021,Ensemble_unweighted,31-90,35,-0.102,16.126,10.65,1.0436,0.002,0.4428,0.7582,0.504
9,2021,Ensemble_unweighted,8-30,12,0.018,18.168,13.126,0.9557,0.188,0.524,0.3796,0.632
9,2021,Ensemble_unweighted,91-180,85,0.207,90.88,52.383,0.5692,0.534,0.6774,0.7771,0.7453
9,2021,LSTM,1-7,1,,,,,,,,
9,2021,LSTM,181-270,47,-0.385,73.262,55.119,0.8545,0.101,1.1836,1.3257,1.0044
9,2021,LSTM,271-365,0,,,,,,,,
9,2021,LSTM,31-90,35,-0.257,17.225,11.536,1.1304,0.351,0.4797,0.8213,0.546
9,2021,LSTM,8-30,12,-1.792,30.631,21.858,1.5914,-0.535,0.8725,0.6321,1.0525
9,2021,LSTM,91-180,85,-0.203,111.97,68.187,0.7409,0.195,0.8818,1.0116,0.9701
9,2021,LightGBM,1-7,1,,,,,,,,
9,2021,LightGBM,181-270,47,0.021,61.582,44.688,0.6928,0.22,0.9596,1.0748,0.8143
9,2021,LightGBM,271-365,0,,,,,,,,
9,2021,LightGBM,31-90,35,-0.318,17.632,14.126,1.3842,-0.081,0.5874,1.0057,0.6686
9,2021,LightGBM,8-30,12,0.053,17.844,12.972,0.9444,0.369,0.5178,0.3751,0.6246
9,2021,LightGBM,91-180,85,0.267,87.374,52.862,0.5744,0.53,0.6836,0.7842,0.7521
9,2021,RF,1-7,1,,,,,,,,
9,2021,RF,181-270,47,0.043,60.894,45.398,0.7038,0.238,0.9748,1.0919,0.8272
9,2021,RF,271-365,0,,,,,,,,
9,2021,RF,31-90,35,-0.415,18.271,15.653,1.5338,0.115,0.6508,1.1143,0.7408
9,2021,RF,8-30,12,-0.312,21.001,17.672,1.2866,0.072,0.7054,0.5111,0.8509
9,2021,RF,91-180,85,0.208,90.823,52.531,0.5708,0.533,0.6794,0.7793,0.7474
9,2021,SARIMAX,1-7,1,,,,,,,,
9,2021,SARIMAX,181-270,47,-0.219,68.732,47.692,0.7394,0.324,1.0241,1.1471,0.869
9,2021,SARIMAX,271-365,0,,,,,,,,
9,2021,SARIMAX,31-90,35,-2.924,30.429,24.609,2.4114,-0.033,1.0232,1.7519,1.1647
9,2021,SARIMAX,8-30,12,-1.705,30.15,24.869,1.8106,0.165,0.9927,0.7192,1.1974
9,2021,SARIMAX,91-180,85,-0.005,102.362,63.924,0.6946,0.483,0.8267,0.9483,0.9095
9,2021,TFT,1-7,1,,,,,,,,
9,2021,TFT,181-270,47,-0.197,68.091,45.591,0.7068,0.419,0.979,1.0965,0.8307
9,2021,TFT,271-365,0,,,,,,,,
9,2021,TFT,31-90,35,-0.248,17.157,11.748,1.1512,0.233,0.4885,0.8364,0.556
9,2021,TFT,8-30,12,-0.082,19.064,12.767,0.9295,0.293,0.5096,0.3692,0.6147
9,2021,TFT,91-180,85,-0.204,112.01,67.161,0.7297,0.258,0.8686,0.9963,0.9555
9,2021,TabICLv2,1-7,1,,,,,,,,
9,2021,TabICLv2,181-270,47,-0.33,71.773,48.734,0.7556,0.565,1.0465,1.1722,0.888
9,2021,TabICLv2,271-365,0,,,,,,,,
9,2021,TabICLv2,31-90,35,-0.155,16.509,9.543,0.9351,0.354,0.3968,0.6793,0.4516
9,2021,TabICLv2,8-30,12,-0.067,18.937,13.307,0.9688,0.054,0.5312,0.3848,0.6407
9,2021,TabICLv2,91-180,85,-0.204,111.996,69.367,0.7537,0.422,0.8971,1.0291,0.9869
9,2021,TabPFN,1-7,1,,,,,,,,
9,2021,TabPFN,181-270,47,-0.331,71.816,50.727,0.7865,0.409,1.0893,1.2201,0.9243
9,2021,TabPFN,271-365,0,,,,,,,,
9,2021,TabPFN,31-90,35,-0.028,15.577,9.196,0.9011,0.288,0.3824,0.6547,0.4352
9,2021,TabPFN,8-30,12,0.007,18.271,13.067,0.9513,0.326,0.5216,0.3779,0.6292
9,2021,TabPFN,91-180,85,-0.088,106.497,62.632,0.6805,0.541,0.81,0.9291,0.8911
9,2021,XGB,1-7,1,,,,,,,,
9,2021,XGB,181-270,47,-0.133,66.249,47.41,0.735,0.127,1.018,1.1403,0.8639
9,2021,XGB,271-365,0,,,,,,,,
9,2021,XGB,31-90,35,-0.17,16.618,13.311,1.3043,0.069,0.5535,0.9476,0.63
9,2021,XGB,8-30,12,-0.045,18.74,14.267,1.0387,0.208,0.5695,0.4126,0.6869
9,2021,XGB,91-180,85,0.241,88.936,53.762,0.5841,0.545,0.6953,0.7976,0.7649
9,2022,DLinear,1-7,0,,,,,,,,
9,2022,DLinear,181-270,84,-0.267,54.072,46.441,1.2451,0.579,1.2296,1.1321,0.8662
9,2022,DLinear,271-365,89,-0.519,59.715,48.273,1.6259,0.191,1.5949,1.2264,1.4564
9,2022,DLinear,31-90,14,-6.287,40.545,34.671,2.8006,0.087,2.7086,2.6525,1.5319
9,2022,DLinear,8-30,0,,,,,,,,
9,2022,DLinear,91-180,84,-2.582,35.284,29.15,1.9675,0.17,1.8973,0.5558,0.8068
9,2022,Ensemble_MASEweighted,1-7,0,,,,,,,,
9,2022,Ensemble_MASEweighted,181-270,84,-0.091,50.163,41.674,1.1173,0.584,1.1034,1.0159,0.7772
9,2022,Ensemble_MASEweighted,271-365,89,0.123,45.38,29.166,0.9824,0.406,0.9636,0.741,0.8799
9,2022,Ensemble_MASEweighted,31-90,14,-0.35,17.448,13.792,1.1141,-0.221,1.0775,1.0552,0.6094
9,2022,Ensemble_MASEweighted,8-30,0,,,,,,,,
9,2022,Ensemble_MASEweighted,91-180,84,-0.458,22.508,17.534,1.1835,0.169,1.1413,0.3343,0.4853
9,2022,Ensemble_unweighted,1-7,0,,,,,,,,
9,2022,Ensemble_unweighted,181-270,84,-0.09,50.133,41.628,1.116,0.585,1.1022,1.0148,0.7764
9,2022,Ensemble_unweighted,271-365,89,0.123,45.377,29.147,0.9817,0.405,0.963,0.7405,0.8794
9,2022,Ensemble_unweighted,31-90,14,-0.35,17.451,13.835,1.1175,-0.226,1.0809,1.0585,0.6113
9,2022,Ensemble_unweighted,8-30,0,,,,,,,,
9,2022,Ensemble_unweighted,91-180,84,-0.448,22.432,17.438,1.177,0.168,1.135,0.3325,0.4826
9,2022,LSTM,1-7,0,,,,,,,,
9,2022,LSTM,181-270,84,-1.483,75.687,56.368,1.5112,0.477,1.4925,1.3741,1.0513
9,2022,LSTM,271-365,89,-0.323,55.736,38.54,1.2981,0.171,1.2733,0.9791,1.1627
9,2022,LSTM,31-90,14,-0.405,17.803,13.9,1.1228,-0.23,1.0859,1.0634,0.6142
9,2022,LSTM,8-30,0,,,,,,,,
9,2022,LSTM,91-180,84,-4.514,43.778,34.536,2.331,0.063,2.2479,0.6585,0.9559
9,2022,LightGBM,1-7,0,,,,,,,,
9,2022,LightGBM,181-270,84,-0.491,58.652,49.198,1.319,0.561,1.3026,1.1993,0.9176
9,2022,LightGBM,271-365,89,0.055,47.092,31.433,1.0587,0.328,1.0385,0.7985,0.9483
9,2022,LightGBM,31-90,14,-0.415,17.869,13.308,1.0749,-0.03,1.0396,1.0181,0.588
9,2022,LightGBM,8-30,0,,,,,,,,
9,2022,LightGBM,91-180,84,-0.802,25.026,20.512,1.3844,0.203,1.3351,0.3911,0.5677
9,2022,RF,1-7,0,,,,,,,,
9,2022,RF,181-270,84,-0.14,51.273,43.265,1.16,0.602,1.1456,1.0547,0.8069
9,2022,RF,271-365,89,0.125,45.335,29.651,0.9987,0.428,0.9796,0.7533,0.8946
9,2022,RF,31-90,14,-0.443,18.043,13.521,1.0922,-0.065,1.0564,1.0345,0.5974
9,2022,RF,8-30,0,,,,,,,,
9,2022,RF,91-180,84,-0.987,26.278,21.264,1.4352,0.123,1.384,0.4055,0.5885
9,2022,SARIMAX,1-7,0,,,,,,,,
9,2022,SARIMAX,181-270,84,-0.02,48.508,38.706,1.0377,0.572,1.0248,0.9436,0.7219
9,2022,SARIMAX,271-365,89,0.067,46.814,29.247,0.9851,0.371,0.9663,0.743,0.8824
9,2022,SARIMAX,31-90,14,-1.217,22.363,20.884,1.687,-0.362,1.6316,1.5978,0.9228
9,2022,SARIMAX,8-30,0,,,,,,,,
9,2022,SARIMAX,91-180,84,-0.309,21.328,16.09,1.086,0.086,1.0473,0.3068,0.4453
9,2022,TFT,1-7,0,,,,,,,,
9,2022,TFT,181-270,84,-1.139,70.243,54.561,1.4628,0.526,1.4446,1.3301,1.0176
9,2022,TFT,271-365,89,0.055,47.117,32.932,1.1092,0.396,1.0881,0.8366,0.9936
9,2022,TFT,31-90,14,-0.12,15.895,12.211,0.9864,0.007,0.954,0.9342,0.5395
9,2022,TFT,8-30,0,,,,,,,,
9,2022,TFT,91-180,84,-0.225,20.635,16.406,1.1073,0.167,1.0678,0.3128,0.4541
9,2022,TabICLv2,1-7,0,,,,,,,,
9,2022,TabICLv2,181-270,84,0.142,44.482,32.668,0.8758,0.405,0.865,0.7964,0.6093
9,2022,TabICLv2,271-365,89,0.074,46.639,29.574,0.9961,0.285,0.9771,0.7513,0.8922
9,2022,TabICLv2,31-90,14,0.025,14.83,11.652,0.9412,0.584,0.9103,0.8914,0.5148
9,2022,TabICLv2,8-30,0,,,,,,,,
9,2022,TabICLv2,91-180,84,-0.429,22.285,17.851,1.2048,0.187,1.1619,0.3404,0.4941
9,2022,TabPFN,1-7,0,,,,,,,,
9,2022,TabPFN,181-270,84,-0.044,49.076,39.634,1.0626,0.572,1.0494,0.9662,0.7392
9,2022,TabPFN,271-365,89,0.142,44.875,26.69,0.899,0.392,0.8818,0.6781,0.8052
9,2022,TabPFN,31-90,14,0.023,14.847,11.837,0.9561,0.485,0.9247,0.9056,0.523
9,2022,TabPFN,8-30,0,,,,,,,,
9,2022,TabPFN,91-180,84,0.037,18.296,13.332,0.8999,0.262,0.8678,0.2542,0.369
9,2022,XGB,1-7,0,,,,,,,,
9,2022,XGB,181-270,84,0.06,46.576,39.629,1.0625,0.558,1.0493,0.9661,0.7391
9,2022,XGB,271-365,89,0.145,44.806,28.794,0.9698,0.438,0.9513,0.7315,0.8687
9,2022,XGB,31-90,14,-0.447,18.068,13.214,1.0674,0.077,1.0324,1.011,0.5839
9,2022,XGB,8-30,0,,,,,,,,
9,2022,XGB,91-180,84,-0.776,24.847,20.208,1.3639,0.218,1.3153,0.3853,0.5593
