bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,variant
181-270,84,-0.118,50.789,42.582,1.1275,1.1416,0.576,Ensemble_MASEweighted,2022,9,A_removal
271-365,89,0.085,46.352,30.198,0.9977,1.0171,0.343,Ensemble_MASEweighted,2022,9,A_removal
1-7,0,,,,,,,RF,2022,9,B_resample
8-30,0,,,,,,,RF,2022,9,B_resample
31-90,14,-0.866,20.519,16.488,1.2881,1.3318,0.392,RF,2022,9,B_resample
91-180,84,-0.788,24.926,20.282,1.3201,1.3689,0.128,RF,2022,9,B_resample
181-270,84,-1.428,74.843,61.172,1.6197,1.64,0.564,RF,2022,9,B_resample
271-365,89,0.117,45.534,28.187,0.9313,0.9494,0.351,RF,2022,9,B_resample
1-7,0,,,,,,,XGB,2022,9,B_resample
8-30,0,,,,,,,XGB,2022,9,B_resample
31-90,14,-0.192,16.401,12.502,0.9767,1.0099,0.189,XGB,2022,9,B_resample
91-180,84,-0.475,22.64,17.869,1.1631,1.2061,0.143,XGB,2022,9,B_resample
181-270,84,-0.924,66.623,53.2,1.4086,1.4263,0.473,XGB,2022,9,B_resample
271-365,89,0.114,45.608,28.169,0.9307,0.9488,0.349,XGB,2022,9,B_resample
1-7,0,,,,,,,LightGBM,2022,9,B_resample
8-30,0,,,,,,,LightGBM,2022,9,B_resample
31-90,14,-0.08,15.609,11.986,0.9364,0.9682,-0.304,LightGBM,2022,9,B_resample
91-180,84,-0.511,22.917,17.835,1.1608,1.2038,0.121,LightGBM,2022,9,B_resample
181-270,84,-1.346,73.566,59.705,1.5808,1.6007,0.554,LightGBM,2022,9,B_resample
271-365,89,0.111,45.7,28.098,0.9284,0.9464,0.338,LightGBM,2022,9,B_resample
1-7,0,,,,,,,SARIMAX,2022,9,B_resample
8-30,0,,,,,,,SARIMAX,2022,9,B_resample
31-90,14,0.014,14.913,11.727,0.9162,0.9473,0.186,SARIMAX,2022,9,B_resample
91-180,84,-0.03,18.916,13.617,0.8863,0.9191,0.204,SARIMAX,2022,9,B_resample
181-270,84,0.016,47.651,38.285,1.0137,1.0264,0.56,SARIMAX,2022,9,B_resample
271-365,89,0.08,46.481,28.452,0.94,0.9583,0.347,SARIMAX,2022,9,B_resample
1-7,0,,,,,,,Ensemble_unweighted,2022,9,B_resample
8-30,0,,,,,,,Ensemble_unweighted,2022,9,B_resample
31-90,14,-0.152,16.117,12.291,0.9602,0.9928,0.284,Ensemble_unweighted,2022,9,B_resample
91-180,84,-0.289,21.166,16.286,1.06,1.0992,0.158,Ensemble_unweighted,2022,9,B_resample
181-270,84,-0.787,64.202,52.019,1.3773,1.3946,0.548,Ensemble_unweighted,2022,9,B_resample
271-365,89,0.119,45.485,27.84,0.9198,0.9377,0.35,Ensemble_unweighted,2022,9,B_resample
1-7,0,,,,,,,Ensemble_MASEweighted,2022,9,B_resample
8-30,0,,,,,,,Ensemble_MASEweighted,2022,9,B_resample
31-90,14,-0.152,16.123,12.295,0.9605,0.9931,0.284,Ensemble_MASEweighted,2022,9,B_resample
91-180,84,-0.296,21.221,16.339,1.0635,1.1028,0.157,Ensemble_MASEweighted,2022,9,B_resample
181-270,84,-0.797,64.392,52.162,1.3811,1.3985,0.547,Ensemble_MASEweighted,2022,9,B_resample
271-365,89,0.119,45.484,27.849,0.9201,0.938,0.35,Ensemble_MASEweighted,2022,9,B_resample
