bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower
31-90,24,-0.19,15.613,13.412,0.5237,1.1031,0.217,TabPFN,2020,9
91-180,57,-0.272,22.885,17.049,0.2824,0.9179,0.133,TabPFN,2020,9
181-270,64,-0.103,101.037,59.342,0.7729,0.8762,0.386,TabPFN,2020,9
271-365,86,-0.045,54.305,32.06,0.4282,0.9739,0.063,TabPFN,2020,9
1-7,4,-45.979,25.472,22.238,4.2802,6.7908,0.297,DLinear,2020,9
8-30,19,0.123,142.354,81.606,1.1691,1.2522,0.463,DLinear,2020,9
31-90,24,-3.462,30.236,26.316,1.0277,2.1645,0.091,DLinear,2020,9
91-180,57,-1.434,31.653,25.224,0.4178,1.358,-0.089,DLinear,2020,9
181-270,64,0.141,89.141,59.302,0.7724,0.8756,0.378,DLinear,2020,9
271-365,86,-0.041,54.188,42.239,0.5641,1.2832,0.454,DLinear,2020,9
1-7,4,-181.469,50.2,44.838,8.6302,13.6924,-0.592,LSTM,2020,9
8-30,19,-0.019,153.404,112.797,1.616,1.7308,0.354,LSTM,2020,9
31-90,24,-7.498,41.724,35.201,1.3747,2.8954,0.327,LSTM,2020,9
91-180,57,-11.904,72.887,52.906,0.8764,2.8483,-0.042,LSTM,2020,9
181-270,64,0.137,89.386,57.346,0.7469,0.8467,0.41,LSTM,2020,9
271-365,86,-0.324,61.126,44.136,0.5894,1.3408,0.232,LSTM,2020,9
1-7,4,-21.186,17.504,14.26,2.7447,4.3546,-0.145,TabICLv2,2020,9
8-30,19,-0.105,159.76,61.325,0.8786,0.941,-0.092,TabICLv2,2020,9
31-90,24,-0.142,15.295,12.941,0.5054,1.0644,-0.05,TabICLv2,2020,9
91-180,57,-0.435,24.303,18.405,0.3049,0.9909,0.113,TabICLv2,2020,9
181-270,64,-0.179,104.45,58.876,0.7668,0.8693,0.033,TabICLv2,2020,9
271-365,86,-0.03,53.916,31.372,0.419,0.953,0.184,TabICLv2,2020,9
1-7,1,,,,,,,RF,2021,9
8-30,12,-0.312,21.001,17.672,0.5111,1.2866,0.072,RF,2021,9
31-90,35,-0.415,18.271,15.653,1.1143,1.5338,0.115,RF,2021,9
91-180,85,0.208,90.823,52.531,0.7793,0.5708,0.533,RF,2021,9
181-270,47,0.043,60.894,45.398,1.0919,0.7038,0.238,RF,2021,9
271-365,0,,,,,,,RF,2021,9
1-7,1,,,,,,,XGB,2021,9
8-30,12,-0.045,18.74,14.267,0.4126,1.0387,0.208,XGB,2021,9
31-90,35,-0.17,16.618,13.311,0.9476,1.3043,0.069,XGB,2021,9
91-180,85,0.241,88.936,53.762,0.7976,0.5841,0.545,XGB,2021,9
181-270,47,-0.133,66.249,47.41,1.1403,0.735,0.127,XGB,2021,9
271-365,0,,,,,,,XGB,2021,9
1-7,1,,,,,,,LightGBM,2021,9
8-30,12,0.053,17.844,12.972,0.3751,0.9444,0.369,LightGBM,2021,9
31-90,35,-0.318,17.632,14.126,1.0057,1.3842,-0.081,LightGBM,2021,9
91-180,85,0.267,87.374,52.862,0.7842,0.5744,0.53,LightGBM,2021,9
181-270,47,0.021,61.582,44.688,1.0748,0.6928,0.22,LightGBM,2021,9
271-365,0,,,,,,,LightGBM,2021,9
1-7,1,,,,,,,SARIMAX,2021,9
8-30,12,-1.705,30.15,24.869,0.7192,1.8106,0.165,SARIMAX,2021,9
31-90,35,-2.924,30.429,24.609,1.7519,2.4114,-0.033,SARIMAX,2021,9
91-180,85,-0.005,102.362,63.924,0.9483,0.6946,0.483,SARIMAX,2021,9
181-270,47,-0.219,68.732,47.692,1.1471,0.7394,0.324,SARIMAX,2021,9
271-365,0,,,,,,,SARIMAX,2021,9
1-7,1,,,,,,,Ensemble_unweighted,2021,9
8-30,12,0.018,18.168,13.126,0.3796,0.9557,0.188,Ensemble_unweighted,2021,9
31-90,35,-0.102,16.126,10.65,0.7582,1.0436,0.002,Ensemble_unweighted,2021,9
91-180,85,0.207,90.88,52.383,0.7771,0.5692,0.534,Ensemble_unweighted,2021,9
181-270,47,-0.016,62.737,44.206,1.0632,0.6854,0.227,Ensemble_unweighted,2021,9
271-365,0,,,,,,,Ensemble_unweighted,2021,9
1-7,1,,,,,,,Ensemble_MASEweighted,2021,9
8-30,12,0.021,18.138,13.104,0.379,0.9541,0.19,Ensemble_MASEweighted,2021,9
31-90,35,-0.099,16.105,10.71,0.7625,1.0495,0.002,Ensemble_MASEweighted,2021,9
91-180,85,0.21,90.759,52.344,0.7765,0.5687,0.534,Ensemble_MASEweighted,2021,9
181-270,47,-0.016,62.745,44.22,1.0636,0.6856,0.225,Ensemble_MASEweighted,2021,9
271-365,0,,,,,,,Ensemble_MASEweighted,2021,9
1-7,1,,,,,,,TFT,2021,9
8-30,12,-0.082,19.064,12.767,0.3692,0.9295,0.293,TFT,2021,9
31-90,35,-0.248,17.157,11.748,0.8364,1.1512,0.233,TFT,2021,9
91-180,85,-0.204,112.01,67.161,0.9963,0.7297,0.258,TFT,2021,9
181-270,47,-0.197,68.091,45.591,1.0965,0.7068,0.419,TFT,2021,9
271-365,0,,,,,,,TFT,2021,9
1-7,1,,,,,,,TabPFN,2021,9
8-30,12,0.007,18.271,13.067,0.3779,0.9513,0.326,TabPFN,2021,9
31-90,35,-0.028,15.577,9.196,0.6547,0.9011,0.288,TabPFN,2021,9
91-180,85,-0.088,106.497,62.632,0.9291,0.6805,0.541,TabPFN,2021,9
181-270,47,-0.331,71.816,50.727,1.2201,0.7865,0.409,TabPFN,2021,9
271-365,0,,,,,,,TabPFN,2021,9
1-7,1,,,,,,,DLinear,2021,9
8-30,12,-7.853,54.542,49.745,1.4386,3.6217,-0.13,DLinear,2021,9
31-90,35,-3.798,33.647,25.819,1.8381,2.53,0.144,DLinear,2021,9
91-180,85,0.171,92.972,58.358,0.8657,0.6341,0.442,DLinear,2021,9
181-270,47,-0.132,66.238,51.368,1.2355,0.7964,0.234,DLinear,2021,9
271-365,0,,,,,,,DLinear,2021,9
1-7,1,,,,,,,LSTM,2021,9
8-30,12,-1.792,30.631,21.858,0.6321,1.5914,-0.535,LSTM,2021,9
31-90,35,-0.257,17.225,11.536,0.8213,1.1304,0.351,LSTM,2021,9
91-180,85,-0.203,111.97,68.187,1.0116,0.7409,0.195,LSTM,2021,9
181-270,47,-0.385,73.262,55.119,1.3257,0.8545,0.101,LSTM,2021,9
271-365,0,,,,,,,LSTM,2021,9
1-7,1,,,,,,,TabICLv2,2021,9
8-30,12,-0.067,18.937,13.307,0.3848,0.9688,0.054,TabICLv2,2021,9
31-90,35,-0.155,16.509,9.543,0.6793,0.9351,0.354,TabICLv2,2021,9
91-180,85,-0.204,111.996,69.367,1.0291,0.7537,0.422,TabICLv2,2021,9
181-270,47,-0.33,71.773,48.734,1.1722,0.7556,0.565,TabICLv2,2021,9
271-365,0,,,,,,,TabICLv2,2021,9
1-7,0,,,,,,,RF,2022,9
8-30,0,,,,,,,RF,2022,9
31-90,14,-0.443,18.043,13.521,1.0345,1.0922,-0.065,RF,2022,9
91-180,84,-0.987,26.278,21.264,0.4055,1.4352,0.123,RF,2022,9
181-270,84,-0.14,51.273,43.265,1.0547,1.16,0.602,RF,2022,9
271-365,89,0.125,45.335,29.651,0.7533,0.9987,0.428,RF,2022,9
1-7,0,,,,,,,XGB,2022,9
8-30,0,,,,,,,XGB,2022,9
31-90,14,-0.447,18.068,13.214,1.011,1.0674,0.077,XGB,2022,9
91-180,84,-0.776,24.847,20.208,0.3853,1.3639,0.218,XGB,2022,9
181-270,84,0.06,46.576,39.629,0.9661,1.0625,0.558,XGB,2022,9
271-365,89,0.145,44.806,28.794,0.7315,0.9698,0.438,XGB,2022,9
1-7,0,,,,,,,LightGBM,2022,9
8-30,0,,,,,,,LightGBM,2022,9
31-90,14,-0.415,17.869,13.308,1.0181,1.0749,-0.03,LightGBM,2022,9
91-180,84,-0.802,25.026,20.512,0.3911,1.3844,0.203,LightGBM,2022,9
181-270,84,-0.491,58.652,49.198,1.1993,1.319,0.561,LightGBM,2022,9
271-365,89,0.055,47.092,31.433,0.7985,1.0587,0.328,LightGBM,2022,9
1-7,0,,,,,,,SARIMAX,2022,9
8-30,0,,,,,,,SARIMAX,2022,9
31-90,14,-1.217,22.363,20.884,1.5978,1.687,-0.362,SARIMAX,2022,9
91-180,84,-0.309,21.328,16.09,0.3068,1.086,0.086,SARIMAX,2022,9
181-270,84,-0.02,48.508,38.706,0.9436,1.0377,0.572,SARIMAX,2022,9
271-365,89,0.067,46.814,29.247,0.743,0.9851,0.371,SARIMAX,2022,9
1-7,0,,,,,,,Ensemble_unweighted,2022,9
8-30,0,,,,,,,Ensemble_unweighted,2022,9
31-90,14,-0.35,17.451,13.835,1.0585,1.1175,-0.226,Ensemble_unweighted,2022,9
91-180,84,-0.448,22.432,17.438,0.3325,1.177,0.168,Ensemble_unweighted,2022,9
181-270,84,-0.09,50.133,41.628,1.0148,1.116,0.585,Ensemble_unweighted,2022,9
271-365,89,0.123,45.377,29.147,0.7405,0.9817,0.405,Ensemble_unweighted,2022,9
1-7,0,,,,,,,Ensemble_MASEweighted,2022,9
8-30,0,,,,,,,Ensemble_MASEweighted,2022,9
31-90,14,-0.35,17.448,13.792,1.0552,1.1141,-0.221,Ensemble_MASEweighted,2022,9
91-180,84,-0.458,22.508,17.534,0.3343,1.1835,0.169,Ensemble_MASEweighted,2022,9
181-270,84,-0.091,50.163,41.674,1.0159,1.1173,0.584,Ensemble_MASEweighted,2022,9
271-365,89,0.123,45.38,29.166,0.741,0.9824,0.406,Ensemble_MASEweighted,2022,9
1-7,0,,,,,,,TFT,2022,9
8-30,0,,,,,,,TFT,2022,9
31-90,14,-0.12,15.895,12.211,0.9342,0.9864,0.007,TFT,2022,9
91-180,84,-0.225,20.635,16.406,0.3128,1.1073,0.167,TFT,2022,9
181-270,84,-1.139,70.243,54.561,1.3301,1.4628,0.526,TFT,2022,9
271-365,89,0.055,47.117,32.932,0.8366,1.1092,0.396,TFT,2022,9
1-7,0,,,,,,,TabPFN,2022,9
8-30,0,,,,,,,TabPFN,2022,9
31-90,14,0.023,14.847,11.837,0.9056,0.9561,0.485,TabPFN,2022,9
91-180,84,0.037,18.296,13.332,0.2542,0.8999,0.262,TabPFN,2022,9
181-270,84,-0.044,49.076,39.634,0.9662,1.0626,0.572,TabPFN,2022,9
271-365,89,0.142,44.875,26.69,0.6781,0.899,0.392,TabPFN,2022,9
1-7,0,,,,,,,DLinear,2022,9
8-30,0,,,,,,,DLinear,2022,9
31-90,14,-6.287,40.545,34.671,2.6525,2.8006,0.087,DLinear,2022,9
91-180,84,-2.582,35.284,29.15,0.5558,1.9675,0.17,DLinear,2022,9
181-270,84,-0.267,54.072,46.441,1.1321,1.2451,0.579,DLinear,2022,9
271-365,89,-0.519,59.715,48.273,1.2264,1.6259,0.191,DLinear,2022,9
1-7,0,,,,,,,LSTM,2022,9
8-30,0,,,,,,,LSTM,2022,9
31-90,14,-0.405,17.803,13.9,1.0634,1.1228,-0.23,LSTM,2022,9
91-180,84,-4.514,43.778,34.536,0.6585,2.331,0.063,LSTM,2022,9
181-270,84,-1.483,75.687,56.368,1.3741,1.5112,0.477,LSTM,2022,9
271-365,89,-0.323,55.736,38.54,0.9791,1.2981,0.171,LSTM,2022,9
1-7,0,,,,,,,TabICLv2,2022,9
8-30,0,,,,,,,TabICLv2,2022,9
31-90,14,0.025,14.83,11.652,0.8914,0.9412,0.584,TabICLv2,2022,9
91-180,84,-0.429,22.285,17.851,0.3404,1.2048,0.187,TabICLv2,2022,9
181-270,84,0.142,44.482,32.668,0.7964,0.8758,0.405,TabICLv2,2022,9
271-365,89,0.074,46.639,29.574,0.7513,0.9961,0.285,TabICLv2,2022,9
