anchor_year,eval_tower,model,bin,n,raw_picp,raw_mpiw,raw_pinball,conformal_picp,conformal_mpiw,conformal_pinball,conformal_margin
2018,4,XGB,181-270,72,0.4861111111111111,76.65246254785194,19.256685925738438,0.8055555555555556,190.18278450481193,16.316184806993828,95.09139225240595
2018,4,XGB,271-365,67,0.4925373134328358,46.14180057440231,10.737344935951782,0.9104477611940298,114.50362040084131,9.928909548409324,57.251810200420664
2019,4,XGB,8-30,8,0.25,48.27956095174886,21.938295215075016,0.375,59.78351821007374,18.667815875435195,29.891759105036865
2019,4,XGB,31-90,32,0.6875,50.763194472616306,5.553838817280312,0.84375,77.15046624694749,4.474791036452719,38.575233123473744
2019,4,XGB,91-180,62,0.5806451612903226,90.10703521197841,15.438158497545553,0.7580645161290323,105.83379403488347,17.216203646523073,52.91689701744171
2019,4,XGB,181-270,61,0.5409836065573771,46.47292087703455,5.406233705700806,1.0,220.81509732307845,6.691890648197366,110.40754866153922
2019,4,XGB,271-365,66,0.6212121212121212,41.431195975253075,7.511190825250409,0.9545454545454546,121.76017055125662,7.518318452658643,60.88008527562832
2020,4,XGB,1-7,4,0.75,39.85151720046997,4.039714975684838,0.5,24.578825536085937,3.8502235175892756,12.289412768042968
2020,4,XGB,8-30,21,0.6190476190476191,31.37423188345773,3.7665135347415113,1.0,143.83012786052163,4.447742982776734,71.91506393026079
2020,4,XGB,31-90,37,0.3783783783783784,43.225704360652614,9.92966160354734,0.8108108108108109,74.7287490822558,8.700547413963479,37.36437454112788
2020,4,XGB,91-180,42,0.5476190476190477,33.69681463922773,5.02594036011623,1.0,142.18663859327194,5.035703904824775,71.09331929663598
2020,4,XGB,181-270,79,0.46835443037974683,78.0063333903687,16.19604820071671,0.9367088607594937,204.4174393292254,14.457784349944651,102.20871966461272
2020,4,XGB,271-365,80,0.6,53.55583684146404,13.536473683146438,0.7625,91.23375183242263,13.183553474245215,45.61687591621132
2021,4,XGB,1-7,3,1.0,23.176053206125896,0.8697795798032008,1.0,50.11609872051533,1.318780338376358,25.058049360257662
2021,4,XGB,8-30,19,0.5789473684210527,36.313464854892935,4.1065763210353685,1.0,143.67610880616698,4.738936919583837,71.83805440308348
2021,4,XGB,31-90,50,0.62,33.196695380210876,4.478029585008464,0.94,83.4107038397999,4.19315077157897,41.705351919899954
2021,4,XGB,91-180,90,0.5888888888888889,92.61218112839593,17.366003982498473,0.7666666666666667,102.37616789360992,18.558038450893978,51.18808394680495
2021,4,XGB,181-270,88,0.3522727272727273,86.55173021961342,20.36165201604271,0.7613636363636364,170.16020246155122,18.772538921128316,85.08010123077561
