bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,target,model,config,anchor_year,tower
31-90,0,,,,,,,observed,DLinear,BASE+arable,2020,2
91-180,0,,,,,,,observed,DLinear,BASE+arable,2020,2
181-270,0,,,,,,,observed,DLinear,BASE+arable,2020,2
271-365,0,,,,,,,observed,DLinear,BASE+arable,2020,2
1-7,7,-7.576,71.641,64.273,3.9083,2.9183,0.233,gapfilled,DLinear,BASE+arable,2020,2
8-30,23,-43.112,93.118,89.845,8.1487,3.2401,0.233,gapfilled,DLinear,BASE+arable,2020,2
31-90,60,-17.67,66.979,60.768,5.2942,2.5212,-0.26,gapfilled,DLinear,BASE+arable,2020,2
91-180,90,-8.585,56.4,48.15,4.0146,3.0071,0.117,gapfilled,DLinear,BASE+arable,2020,2
181-270,90,-36.578,86.224,82.612,5.962,5.0861,0.108,gapfilled,DLinear,BASE+arable,2020,2
271-365,95,-28.172,97.281,92.125,5.8244,6.4212,0.097,gapfilled,DLinear,BASE+arable,2020,2
1-7,0,,,,,,,observed,LSTM,BASE+arable,2020,2
8-30,0,,,,,,,observed,LSTM,BASE+arable,2020,2
31-90,0,,,,,,,observed,LSTM,BASE+arable,2020,2
91-180,0,,,,,,,observed,LSTM,BASE+arable,2020,2
181-270,0,,,,,,,observed,LSTM,BASE+arable,2020,2
271-365,0,,,,,,,observed,LSTM,BASE+arable,2020,2
1-7,7,0.181,22.143,13.754,0.8363,0.6245,0.588,gapfilled,LSTM,BASE+arable,2020,2
8-30,23,-0.127,14.886,12.5,1.1337,0.4508,0.284,gapfilled,LSTM,BASE+arable,2020,2
31-90,60,-0.514,19.074,15.116,1.3169,0.6271,0.163,gapfilled,LSTM,BASE+arable,2020,2
91-180,90,0.057,17.687,10.944,0.9125,0.6835,0.364,gapfilled,LSTM,BASE+arable,2020,2
181-270,90,-0.682,18.242,13.752,0.9924,0.8466,0.186,gapfilled,LSTM,BASE+arable,2020,2
271-365,95,-0.499,22.05,14.487,0.9159,1.0098,0.112,gapfilled,LSTM,BASE+arable,2020,2
1-7,4,-1.084,10.883,9.59,0.8521,1.0818,-0.952,observed,TFT,BASE+arable,2020,4
8-30,21,-0.366,17.228,10.366,0.8202,0.9035,-0.291,observed,TFT,BASE+arable,2020,4
31-90,37,-0.071,45.447,25.724,0.9736,0.8869,0.24,observed,TFT,BASE+arable,2020,4
91-180,42,-0.523,25.859,21.446,1.2687,1.0211,0.2,observed,TFT,BASE+arable,2020,4
181-270,79,-0.053,84.01,51.259,1.0054,0.8411,0.161,observed,TFT,BASE+arable,2020,4
271-365,80,0.045,97.527,36.9,0.941,0.8554,0.442,observed,TFT,BASE+arable,2020,4
1-7,7,-1.15,25.423,18.522,1.7216,0.8669,-0.271,gapfilled,TFT,BASE+arable,2020,4
8-30,23,-0.347,27.871,11.63,1.0011,0.7897,-0.359,gapfilled,TFT,BASE+arable,2020,4
31-90,60,-0.318,36.253,20.737,1.1097,0.7578,0.101,gapfilled,TFT,BASE+arable,2020,4
91-180,90,-0.551,25.497,19.43,1.4123,0.7745,0.098,gapfilled,TFT,BASE+arable,2020,4
181-270,90,-0.063,63.883,41.537,0.8718,0.687,0.249,gapfilled,TFT,BASE+arable,2020,4
271-365,95,0.109,64.234,27.263,0.9069,0.7543,0.621,gapfilled,TFT,BASE+arable,2020,4
1-7,4,-5.995,19.937,15.484,1.3757,1.7466,-0.487,observed,DLinear,BASE+arable,2020,4
8-30,21,-5.843,38.557,32.976,2.6092,2.8742,-0.005,observed,DLinear,BASE+arable,2020,4
31-90,37,-0.241,48.929,30.576,1.1572,1.0542,0.065,observed,DLinear,BASE+arable,2020,4
91-180,42,-4.933,51.034,41.221,2.4386,1.9627,-0.02,observed,DLinear,BASE+arable,2020,4
181-270,79,-0.218,90.373,69.396,1.3611,1.1387,0.253,observed,DLinear,BASE+arable,2020,4
271-365,80,0.023,98.653,62.359,1.5903,1.4456,0.32,observed,DLinear,BASE+arable,2020,4
1-7,7,-0.906,23.935,18.165,1.6884,0.8502,0.198,gapfilled,DLinear,BASE+arable,2020,4
8-30,23,-1.472,37.761,32.688,2.8138,2.2195,0.074,gapfilled,DLinear,BASE+arable,2020,4
31-90,60,-0.701,41.191,26.204,1.4022,0.9576,-0.02,gapfilled,DLinear,BASE+arable,2020,4
91-180,90,-4.559,48.277,38.021,2.7636,1.5156,0.014,gapfilled,DLinear,BASE+arable,2020,4
181-270,90,-0.355,72.124,58.91,1.2365,0.9744,0.383,gapfilled,DLinear,BASE+arable,2020,4
271-365,95,-0.022,68.814,50.558,1.6817,1.3988,0.423,gapfilled,DLinear,BASE+arable,2020,4
1-7,4,-3.407,15.825,13.304,1.1821,1.5007,-0.055,observed,LSTM,BASE+arable,2020,4
8-30,21,-0.629,18.813,15.836,1.253,1.3803,0.059,observed,LSTM,BASE+arable,2020,4
31-90,37,0.136,40.828,24.365,0.9221,0.8401,0.483,observed,LSTM,BASE+arable,2020,4
91-180,42,-1.374,32.283,24.595,1.455,1.1711,0.285,observed,LSTM,BASE+arable,2020,4
181-270,79,-0.111,86.308,58.209,1.1417,0.9552,0.352,observed,LSTM,BASE+arable,2020,4
271-365,80,-0.009,100.262,54.131,1.3804,1.2549,0.17,observed,LSTM,BASE+arable,2020,4
1-7,7,-1.341,26.531,22.627,2.1033,1.0591,0.617,gapfilled,LSTM,BASE+arable,2020,4
8-30,23,-0.071,24.861,16.45,1.416,1.1169,0.152,gapfilled,LSTM,BASE+arable,2020,4
31-90,60,-0.217,34.841,21.758,1.1643,0.7952,0.279,gapfilled,LSTM,BASE+arable,2020,4
91-180,90,-1.237,30.626,23.317,1.6949,0.9295,0.359,gapfilled,LSTM,BASE+arable,2020,4
181-270,90,-0.832,83.852,56.377,1.1833,0.9325,0.33,gapfilled,LSTM,BASE+arable,2020,4
271-365,95,-0.046,69.612,42.956,1.4288,1.1885,0.234,gapfilled,LSTM,BASE+arable,2020,4
1-7,4,-5.401,9.402,7.229,0.296,2.2074,-0.832,observed,TFT,BASE+arable,2020,9
8-30,19,-0.122,160.999,62.29,1.0109,0.9558,0.178,observed,TFT,BASE+arable,2020,9
31-90,24,-0.304,16.345,13.559,0.6505,1.1152,-0.054,observed,TFT,BASE+arable,2020,9
91-180,57,-3.692,43.949,36.131,1.9539,1.9452,-0.427,observed,TFT,BASE+arable,2020,9
181-270,64,0.06,93.267,62.46,1.0191,0.9222,0.264,observed,TFT,BASE+arable,2020,9
271-365,86,0.278,45.123,27.582,0.796,0.8379,0.558,observed,TFT,BASE+arable,2020,9
1-7,7,-0.527,63.325,39.423,1.0456,1.0129,-0.303,gapfilled,TFT,BASE+arable,2020,9
8-30,23,-0.455,87.267,53.3,1.0739,0.9286,0.34,gapfilled,TFT,BASE+arable,2020,9
31-90,60,-0.584,57.857,36.331,1.1777,0.9094,-0.27,gapfilled,TFT,BASE+arable,2020,9
91-180,90,-4.326,36.94,29.382,2.0837,1.6167,-0.298,gapfilled,TFT,BASE+arable,2020,9
181-270,90,-0.031,75.831,50.325,0.879,0.6734,0.214,gapfilled,TFT,BASE+arable,2020,9
271-365,95,0.433,24.582,17.485,0.7332,0.6466,0.66,gapfilled,TFT,BASE+arable,2020,9
1-7,4,-129.085,42.386,36.06,1.4767,11.012,0.374,observed,DLinear,BASE+arable,2020,9
8-30,19,0.126,142.084,79.261,1.2863,1.2162,0.464,observed,DLinear,BASE+arable,2020,9
31-90,24,-2.757,27.744,22.183,1.0643,1.8246,0.154,observed,DLinear,BASE+arable,2020,9
91-180,57,-1.928,34.722,27.92,1.5098,1.5032,-0.191,observed,DLinear,BASE+arable,2020,9
181-270,64,0.187,86.752,57.77,0.9425,0.853,0.434,observed,DLinear,BASE+arable,2020,9
271-365,86,-0.073,55.013,43.105,1.2439,1.3095,0.435,observed,DLinear,BASE+arable,2020,9
1-7,7,-0.297,58.366,47.558,1.2614,1.2219,-0.119,gapfilled,DLinear,BASE+arable,2020,9
8-30,23,-0.177,78.476,64.247,1.2944,1.1193,0.001,gapfilled,DLinear,BASE+arable,2020,9
31-90,60,-0.511,56.518,40.709,1.3196,1.0189,-0.051,gapfilled,DLinear,BASE+arable,2020,9
91-180,90,-3.103,32.425,24.66,1.7488,1.3569,-0.175,gapfilled,DLinear,BASE+arable,2020,9
181-270,90,0.171,68.015,43.85,0.7659,0.5867,0.433,gapfilled,DLinear,BASE+arable,2020,9
271-365,95,-0.505,40.035,34.792,1.4588,1.2866,0.511,gapfilled,DLinear,BASE+arable,2020,9
1-7,4,-28.372,20.141,17.67,0.7236,5.3959,-0.516,observed,LSTM,BASE+arable,2020,9
8-30,19,0.091,144.86,71.792,1.1651,1.1016,0.483,observed,LSTM,BASE+arable,2020,9
31-90,24,-2.339,26.155,22.028,1.0569,1.8118,0.292,observed,LSTM,BASE+arable,2020,9
91-180,57,-2.978,40.467,27.684,1.4971,1.4904,0.012,observed,LSTM,BASE+arable,2020,9
181-270,64,-0.043,98.236,59.664,0.9735,0.8809,0.236,observed,LSTM,BASE+arable,2020,9
271-365,86,-0.557,66.274,47.091,1.3589,1.4306,0.056,observed,LSTM,BASE+arable,2020,9
1-7,7,-0.071,53.034,37.444,0.9931,0.9621,0.126,gapfilled,LSTM,BASE+arable,2020,9
8-30,23,0.116,68.019,53.159,1.071,0.9261,0.378,gapfilled,LSTM,BASE+arable,2020,9
31-90,60,-0.244,51.284,37.383,1.2118,0.9357,-0.007,gapfilled,LSTM,BASE+arable,2020,9
91-180,90,-3.237,32.946,22.266,1.579,1.2251,0.153,gapfilled,LSTM,BASE+arable,2020,9
181-270,90,-0.165,80.628,51.83,0.9053,0.6935,0.307,gapfilled,LSTM,BASE+arable,2020,9
271-365,95,-1.257,49.021,37.451,1.5703,1.385,0.162,gapfilled,LSTM,BASE+arable,2020,9
1-7,0,,,,,,,observed,TFT,BASE+flow,2020,2
8-30,0,,,,,,,observed,TFT,BASE+flow,2020,2
31-90,0,,,,,,,observed,TFT,BASE+flow,2020,2
91-180,0,,,,,,,observed,TFT,BASE+flow,2020,2
181-270,0,,,,,,,observed,TFT,BASE+flow,2020,2
271-365,0,,,,,,,observed,TFT,BASE+flow,2020,2
1-7,7,-0.63,31.237,17.837,1.0846,0.8099,-0.107,gapfilled,TFT,BASE+flow,2020,2
8-30,23,-4.278,32.209,28.649,2.5984,1.0332,-0.003,gapfilled,TFT,BASE+flow,2020,2
31-90,60,-1.475,24.389,18.844,1.6417,0.7818,-0.019,gapfilled,TFT,BASE+flow,2020,2
91-180,90,-0.512,22.397,15.171,1.2649,0.9475,0.257,gapfilled,TFT,BASE+flow,2020,2
181-270,90,-2.288,25.505,17.65,1.2738,1.0866,0.14,gapfilled,TFT,BASE+flow,2020,2
271-365,95,-0.156,19.365,11.144,0.7045,0.7767,0.007,gapfilled,TFT,BASE+flow,2020,2
1-7,0,,,,,,,observed,DLinear,BASE+flow,2020,2
8-30,0,,,,,,,observed,DLinear,BASE+flow,2020,2
31-90,0,,,,,,,observed,DLinear,BASE+flow,2020,2
91-180,0,,,,,,,observed,DLinear,BASE+flow,2020,2
181-270,0,,,,,,,observed,DLinear,BASE+flow,2020,2
271-365,0,,,,,,,observed,DLinear,BASE+flow,2020,2
1-7,7,-0.725,32.134,27.279,1.6588,1.2386,0.179,gapfilled,DLinear,BASE+flow,2020,2
8-30,23,-2.213,25.131,21.974,1.993,0.7924,0.22,gapfilled,DLinear,BASE+flow,2020,2
31-90,60,-2.625,29.512,23.781,2.0718,0.9866,-0.201,gapfilled,DLinear,BASE+flow,2020,2
91-180,90,-2.894,35.95,30.672,2.5573,1.9156,0.088,gapfilled,DLinear,BASE+flow,2020,2
181-270,90,-5.46,35.751,30.354,2.1906,1.8688,0.137,gapfilled,DLinear,BASE+flow,2020,2
271-365,95,-4.993,44.094,36.132,2.2844,2.5184,0.093,gapfilled,DLinear,BASE+flow,2020,2
1-7,0,,,,,,,observed,LSTM,BASE+flow,2020,2
8-30,0,,,,,,,observed,LSTM,BASE+flow,2020,2
31-90,0,,,,,,,observed,LSTM,BASE+flow,2020,2
91-180,0,,,,,,,observed,LSTM,BASE+flow,2020,2
181-270,0,,,,,,,observed,LSTM,BASE+flow,2020,2
271-365,0,,,,,,,observed,LSTM,BASE+flow,2020,2
1-7,7,-1.013,34.706,26.55,1.6145,1.2055,0.441,gapfilled,LSTM,BASE+flow,2020,2
8-30,23,-1.351,21.495,18.28,1.6579,0.6592,0.185,gapfilled,LSTM,BASE+flow,2020,2
31-90,60,-1.833,26.093,20.013,1.7435,0.8303,0.065,gapfilled,LSTM,BASE+flow,2020,2
91-180,90,-0.169,19.695,13.354,1.1135,0.834,0.352,gapfilled,LSTM,BASE+flow,2020,2
181-270,90,-1.95,24.158,19.301,1.3929,1.1883,0.301,gapfilled,LSTM,BASE+flow,2020,2
271-365,95,-1.972,31.049,21.857,1.3819,1.5235,0.136,gapfilled,LSTM,BASE+flow,2020,2
1-7,4,-1.17,11.105,9.497,0.8438,1.0713,-0.965,observed,TFT,BASE+flow,2020,4
8-30,21,-0.247,16.457,9.473,0.7496,0.8257,-0.186,observed,TFT,BASE+flow,2020,4
31-90,37,-0.093,45.904,26.215,0.9922,0.9039,0.148,observed,TFT,BASE+flow,2020,4
91-180,42,-0.512,25.766,21.093,1.2478,1.0044,0.173,observed,TFT,BASE+flow,2020,4
181-270,79,-0.051,83.942,50.963,0.9996,0.8363,0.173,observed,TFT,BASE+flow,2020,4
271-365,80,0.045,97.53,36.744,0.937,0.8518,0.452,observed,TFT,BASE+flow,2020,4
1-7,7,-1.267,26.105,19.292,1.7932,0.9029,-0.274,gapfilled,TFT,BASE+flow,2020,4
8-30,23,-0.274,27.114,10.862,0.935,0.7375,-0.287,gapfilled,TFT,BASE+flow,2020,4
31-90,60,-0.331,36.438,20.953,1.1212,0.7657,0.064,gapfilled,TFT,BASE+flow,2020,4
91-180,90,-0.504,25.112,19.029,1.3832,0.7585,0.091,gapfilled,TFT,BASE+flow,2020,4
181-270,90,-0.06,63.793,41.292,0.8667,0.683,0.264,gapfilled,TFT,BASE+flow,2020,4
271-365,95,0.109,64.268,27.193,0.9045,0.7524,0.632,gapfilled,TFT,BASE+flow,2020,4
1-7,4,-10.849,25.948,24.398,2.1678,2.7521,-0.197,observed,DLinear,BASE+flow,2020,4
8-30,21,-4.499,34.564,28.167,2.2286,2.455,-0.055,observed,DLinear,BASE+flow,2020,4
31-90,37,-0.152,47.142,28.308,1.0714,0.976,0.124,observed,DLinear,BASE+flow,2020,4
91-180,42,-5.488,53.369,43.168,2.5538,2.0555,-0.031,observed,DLinear,BASE+flow,2020,4
181-270,79,-0.235,90.997,70.103,1.375,1.1503,0.261,observed,DLinear,BASE+flow,2020,4
271-365,80,0.018,98.92,63.224,1.6123,1.4657,0.311,observed,DLinear,BASE+flow,2020,4
1-7,7,-1.597,27.944,23.249,2.161,1.0881,-0.035,gapfilled,DLinear,BASE+flow,2020,4
8-30,23,-1.137,35.111,28.25,2.4317,1.9181,0.058,gapfilled,DLinear,BASE+flow,2020,4
31-90,60,-0.542,39.221,24.728,1.3232,0.9037,0.025,gapfilled,DLinear,BASE+flow,2020,4
91-180,90,-4.957,49.974,39.846,2.8963,1.5883,0.019,gapfilled,DLinear,BASE+flow,2020,4
181-270,90,-0.367,72.439,59.638,1.2518,0.9864,0.399,gapfilled,DLinear,BASE+flow,2020,4
271-365,95,-0.033,69.196,51.659,1.7183,1.4293,0.413,gapfilled,DLinear,BASE+flow,2020,4
1-7,4,-1.168,11.1,8.478,0.7533,0.9564,0.079,observed,LSTM,BASE+flow,2020,4
8-30,21,-1.174,21.732,18.586,1.4705,1.6199,-0.048,observed,LSTM,BASE+flow,2020,4
31-90,37,0.077,42.182,25.337,0.9589,0.8736,0.383,observed,LSTM,BASE+flow,2020,4
91-180,42,-1.473,32.949,23.805,1.4083,1.1335,0.34,observed,LSTM,BASE+flow,2020,4
181-270,79,-0.144,87.573,60.362,1.1839,0.9905,0.331,observed,LSTM,BASE+flow,2020,4
271-365,80,0.148,92.134,53.6,1.3669,1.2426,0.425,observed,LSTM,BASE+flow,2020,4
1-7,7,-1.053,24.845,21.025,1.9543,0.9841,0.65,gapfilled,LSTM,BASE+flow,2020,4
8-30,23,-0.295,27.329,19.056,1.6403,1.2939,0.038,gapfilled,LSTM,BASE+flow,2020,4
31-90,60,-0.25,35.311,22.7,1.2147,0.8296,0.242,gapfilled,LSTM,BASE+flow,2020,4
91-180,90,-1.121,29.819,22.287,1.62,0.8884,0.448,gapfilled,LSTM,BASE+flow,2020,4
181-270,90,-0.954,86.601,57.159,1.1998,0.9455,0.295,gapfilled,LSTM,BASE+flow,2020,4
271-365,95,0.216,60.251,39.504,1.314,1.093,0.548,gapfilled,LSTM,BASE+flow,2020,4
1-7,4,-5.514,9.485,6.883,0.2818,2.1018,-0.83,observed,TFT,BASE+flow,2020,9
8-30,19,-0.124,161.099,62.415,1.0129,0.9577,0.097,observed,TFT,BASE+flow,2020,9
31-90,24,-0.344,16.595,13.651,0.655,1.1228,-0.071,observed,TFT,BASE+flow,2020,9
91-180,57,-3.546,43.263,35.34,1.9111,1.9026,-0.443,observed,TFT,BASE+flow,2020,9
181-270,64,0.058,93.344,62.348,1.0172,0.9206,0.265,observed,TFT,BASE+flow,2020,9
271-365,86,0.275,45.24,27.518,0.7941,0.836,0.561,observed,TFT,BASE+flow,2020,9
1-7,7,-0.531,63.423,40.088,1.0632,1.03,-0.288,gapfilled,TFT,BASE+flow,2020,9
8-30,23,-0.464,87.521,53.351,1.0749,0.9294,0.155,gapfilled,TFT,BASE+flow,2020,9
31-90,60,-0.551,57.251,35.845,1.1619,0.8972,-0.247,gapfilled,TFT,BASE+flow,2020,9
91-180,90,-4.17,36.397,28.81,2.0431,1.5852,-0.32,gapfilled,TFT,BASE+flow,2020,9
181-270,90,-0.039,76.119,50.31,0.8787,0.6732,0.209,gapfilled,TFT,BASE+flow,2020,9
271-365,95,0.424,24.768,17.521,0.7347,0.6479,0.655,gapfilled,TFT,BASE+flow,2020,9
1-7,4,-172.462,48.945,45.102,1.847,13.7731,0.427,observed,DLinear,BASE+flow,2020,9
8-30,19,0.126,142.087,74.91,1.2157,1.1495,0.483,observed,DLinear,BASE+flow,2020,9
31-90,24,-1.909,24.411,19.708,0.9456,1.621,0.199,observed,DLinear,BASE+flow,2020,9
91-180,57,-2.032,35.333,28.456,1.5388,1.532,-0.188,observed,DLinear,BASE+flow,2020,9
181-270,64,0.206,85.72,57.734,0.942,0.8524,0.456,observed,DLinear,BASE+flow,2020,9
271-365,86,-0.155,57.097,45.17,1.3035,1.3722,0.432,observed,DLinear,BASE+flow,2020,9
1-7,7,-0.289,58.192,51.857,1.3754,1.3324,0.042,gapfilled,DLinear,BASE+flow,2020,9
8-30,23,-0.153,77.69,61.494,1.2389,1.0713,0.006,gapfilled,DLinear,BASE+flow,2020,9
31-90,60,-0.55,57.235,40.08,1.2992,1.0032,-0.068,gapfilled,DLinear,BASE+flow,2020,9
91-180,90,-3.143,32.582,24.304,1.7235,1.3372,-0.184,gapfilled,DLinear,BASE+flow,2020,9
181-270,90,0.2,66.815,43.963,0.7678,0.5883,0.462,gapfilled,DLinear,BASE+flow,2020,9
271-365,95,-0.724,42.846,37.131,1.5569,1.3731,0.528,gapfilled,DLinear,BASE+flow,2020,9
1-7,4,-56.848,28.265,25.359,1.0385,7.744,-0.706,observed,LSTM,BASE+flow,2020,9
8-30,19,0.056,147.697,85.665,1.3902,1.3145,0.299,observed,LSTM,BASE+flow,2020,9
31-90,24,-4.078,32.254,27.097,1.3001,2.2287,0.336,observed,LSTM,BASE+flow,2020,9
91-180,57,-1.89,34.492,24.165,1.3068,1.301,0.087,observed,LSTM,BASE+flow,2020,9
181-270,64,-0.135,102.469,61.535,1.004,0.9086,0.205,observed,LSTM,BASE+flow,2020,9
271-365,86,-1.197,78.739,59.989,1.7311,1.8224,-0.032,observed,LSTM,BASE+flow,2020,9
1-7,7,0.219,45.308,35.033,0.9292,0.9001,0.658,gapfilled,LSTM,BASE+flow,2020,9
8-30,23,-0.006,72.553,60.753,1.224,1.0584,0.225,gapfilled,LSTM,BASE+flow,2020,9
31-90,60,-0.11,48.44,36.187,1.173,0.9058,0.171,gapfilled,LSTM,BASE+flow,2020,9
91-180,90,-2.185,28.567,19.576,1.3883,1.0771,0.215,gapfilled,LSTM,BASE+flow,2020,9
181-270,90,-0.253,83.597,56.018,0.9784,0.7496,0.319,gapfilled,LSTM,BASE+flow,2020,9
271-365,95,-2.956,64.902,52.0,2.1804,1.923,0.006,gapfilled,LSTM,BASE+flow,2020,9
1-7,0,,,,,,,observed,TFT,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,TFT,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,TFT,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,TFT,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,TFT,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,TFT,BASE+mgmt,2020,2
1-7,7,0.408,18.821,11.327,0.6888,0.5143,0.91,gapfilled,TFT,BASE+mgmt,2020,2
8-30,23,-0.381,16.474,11.965,1.0852,0.4315,0.512,gapfilled,TFT,BASE+mgmt,2020,2
31-90,60,-0.595,19.578,14.105,1.2289,0.5852,0.474,gapfilled,TFT,BASE+mgmt,2020,2
91-180,90,-0.425,21.744,14.726,1.2278,0.9197,0.164,gapfilled,TFT,BASE+mgmt,2020,2
181-270,90,-2.738,27.195,23.012,1.6608,1.4168,0.083,gapfilled,TFT,BASE+mgmt,2020,2
271-365,95,-0.845,24.464,18.059,1.1417,1.2587,0.157,gapfilled,TFT,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,DLinear,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,DLinear,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,DLinear,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,DLinear,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,DLinear,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,DLinear,BASE+mgmt,2020,2
1-7,7,-0.217,26.988,22.344,1.3587,1.0145,0.32,gapfilled,DLinear,BASE+mgmt,2020,2
8-30,23,-3.271,28.975,25.482,2.3111,0.9189,0.136,gapfilled,DLinear,BASE+mgmt,2020,2
31-90,60,-3.881,34.246,28.291,2.4648,1.1738,-0.326,gapfilled,DLinear,BASE+mgmt,2020,2
91-180,90,-2.975,36.323,29.056,2.4226,1.8147,0.108,gapfilled,DLinear,BASE+mgmt,2020,2
181-270,90,-4.952,34.315,28.102,2.0281,1.7302,0.34,gapfilled,DLinear,BASE+mgmt,2020,2
271-365,95,-4.126,40.778,33.172,2.0972,2.3121,0.098,gapfilled,DLinear,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,LSTM,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,LSTM,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,LSTM,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,LSTM,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,LSTM,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,LSTM,BASE+mgmt,2020,2
1-7,7,0.395,19.033,17.019,1.0349,0.7728,0.65,gapfilled,LSTM,BASE+mgmt,2020,2
8-30,23,-0.863,19.138,15.447,1.401,0.5571,0.546,gapfilled,LSTM,BASE+mgmt,2020,2
31-90,60,-0.568,19.413,15.351,1.3374,0.6369,0.462,gapfilled,LSTM,BASE+mgmt,2020,2
91-180,90,-1.657,29.697,23.16,1.931,1.4464,0.126,gapfilled,LSTM,BASE+mgmt,2020,2
181-270,90,-4.662,33.469,29.154,2.104,1.7949,0.208,gapfilled,LSTM,BASE+mgmt,2020,2
271-365,95,-6.576,49.574,38.613,2.4412,2.6913,0.088,gapfilled,LSTM,BASE+mgmt,2020,2
1-7,4,-0.986,10.624,7.317,0.6501,0.8254,-0.76,observed,TFT,BASE+mgmt,2020,4
8-30,21,-0.849,20.043,16.02,1.2676,1.3963,0.03,observed,TFT,BASE+mgmt,2020,4
31-90,37,0.089,41.91,23.78,0.9,0.8199,0.515,observed,TFT,BASE+mgmt,2020,4
91-180,42,-1.64,34.047,28.666,1.6959,1.365,0.299,observed,TFT,BASE+mgmt,2020,4
181-270,79,0.057,79.524,48.816,0.9575,0.801,0.255,observed,TFT,BASE+mgmt,2020,4
271-365,80,0.092,95.096,39.487,1.007,0.9154,0.329,observed,TFT,BASE+mgmt,2020,4
1-7,7,-0.016,17.474,11.783,1.0952,0.5515,0.344,gapfilled,TFT,BASE+mgmt,2020,4
8-30,23,-0.067,24.807,15.826,1.3623,1.0746,0.184,gapfilled,TFT,BASE+mgmt,2020,4
31-90,60,0.032,31.069,16.703,0.8938,0.6104,0.442,gapfilled,TFT,BASE+mgmt,2020,4
91-180,90,-2.064,35.838,26.794,1.9476,1.0681,0.25,gapfilled,TFT,BASE+mgmt,2020,4
181-270,90,0.196,55.57,34.761,0.7296,0.575,0.446,gapfilled,TFT,BASE+mgmt,2020,4
271-365,95,0.204,60.737,28.928,0.9622,0.8004,0.479,gapfilled,TFT,BASE+mgmt,2020,4
1-7,4,-2.612,14.326,13.038,1.1584,1.4707,-0.17,observed,DLinear,BASE+mgmt,2020,4
8-30,21,-6.239,39.656,33.14,2.6221,2.8884,-0.009,observed,DLinear,BASE+mgmt,2020,4
31-90,37,-0.239,48.887,30.791,1.1654,1.0617,0.074,observed,DLinear,BASE+mgmt,2020,4
91-180,42,-2.62,39.864,32.672,1.9329,1.5557,0.034,observed,DLinear,BASE+mgmt,2020,4
181-270,79,-0.325,94.253,73.639,1.4443,1.2084,0.219,observed,DLinear,BASE+mgmt,2020,4
271-365,80,0.024,98.625,64.139,1.6357,1.4869,0.341,observed,DLinear,BASE+mgmt,2020,4
1-7,7,-0.773,23.089,17.03,1.583,0.7971,0.247,gapfilled,DLinear,BASE+mgmt,2020,4
8-30,23,-1.522,38.146,32.334,2.7833,2.1955,0.105,gapfilled,DLinear,BASE+mgmt,2020,4
31-90,60,-0.675,40.879,26.514,1.4188,0.9689,-0.01,gapfilled,DLinear,BASE+mgmt,2020,4
91-180,90,-3.006,40.981,33.167,2.4108,1.3221,0.103,gapfilled,DLinear,BASE+mgmt,2020,4
181-270,90,-0.497,75.799,63.284,1.3283,1.0468,0.359,gapfilled,DLinear,BASE+mgmt,2020,4
271-365,95,-0.019,68.725,51.787,1.7226,1.4328,0.454,gapfilled,DLinear,BASE+mgmt,2020,4
1-7,4,-2.006,13.07,11.782,1.0469,1.3291,-0.254,observed,LSTM,BASE+mgmt,2020,4
8-30,21,-1.768,24.52,20.108,1.591,1.7526,-0.029,observed,LSTM,BASE+mgmt,2020,4
31-90,37,0.281,37.234,23.169,0.8769,0.7989,0.538,observed,LSTM,BASE+mgmt,2020,4
91-180,42,-6.465,57.248,38.494,2.2772,1.8329,0.215,observed,LSTM,BASE+mgmt,2020,4
181-270,79,-0.439,98.233,72.079,1.4137,1.1828,0.266,observed,LSTM,BASE+mgmt,2020,4
271-365,80,0.089,95.26,42.894,1.0939,0.9944,0.329,observed,LSTM,BASE+mgmt,2020,4
1-7,7,-1.091,25.072,17.812,1.6556,0.8337,-0.176,gapfilled,LSTM,BASE+mgmt,2020,4
8-30,23,-0.361,28.021,19.362,1.6667,1.3147,0.034,gapfilled,LSTM,BASE+mgmt,2020,4
31-90,60,0.099,29.985,18.244,0.9762,0.6667,0.406,gapfilled,LSTM,BASE+mgmt,2020,4
91-180,90,-4.082,46.159,31.795,2.3111,1.2674,0.518,gapfilled,LSTM,BASE+mgmt,2020,4
181-270,90,-1.211,92.14,69.573,1.4603,1.1508,0.327,gapfilled,LSTM,BASE+mgmt,2020,4
