ssp,gcm,realization,tower,year,multiplier,model,annual_mean,trend_annual_mean
ssp245,MRI-ESM2-0,40,9,2034,2.0,PrimaryHybrid,54.978017387668906,58.85690101134759
ssp245,MRI-ESM2-0,40,9,2034,3.0,PrimaryHybrid,76.25244556793794,80.82168748178411
ssp245,MRI-ESM2-0,40,9,2035,1.0,PrimaryHybrid,34.5006846166588,36.79448185333456
ssp245,MRI-ESM2-0,40,9,2035,2.0,PrimaryHybrid,54.797758578096506,58.75926832377108
ssp245,MRI-ESM2-0,40,9,2035,3.0,PrimaryHybrid,76.09647562508222,80.7240547942076
ssp245,MRI-ESM2-0,40,9,2036,1.0,PrimaryHybrid,34.6474679466356,36.73008720929676
ssp245,MRI-ESM2-0,40,9,2036,2.0,PrimaryHybrid,54.94748559851933,58.69487367973328
ssp245,MRI-ESM2-0,40,9,2036,3.0,PrimaryHybrid,76.1922484937958,80.65966015016981
ssp245,MRI-ESM2-0,40,9,2037,1.0,PrimaryHybrid,34.52518969163146,36.7773749933528
ssp245,MRI-ESM2-0,40,9,2037,2.0,PrimaryHybrid,54.82208841396164,58.74216146378932
ssp245,MRI-ESM2-0,40,9,2037,3.0,PrimaryHybrid,76.10954341316368,80.70694793422584
ssp245,MRI-ESM2-0,40,9,2038,1.0,PrimaryHybrid,33.941048678724535,36.79812437865387
ssp245,MRI-ESM2-0,40,9,2038,2.0,PrimaryHybrid,54.214248088583275,58.762910849090396
ssp245,MRI-ESM2-0,40,9,2038,3.0,PrimaryHybrid,75.48790251292372,80.72769731952692
ssp245,MRI-ESM2-0,40,9,2039,1.0,PrimaryHybrid,34.165655487710566,36.777049767877855
ssp245,MRI-ESM2-0,40,9,2039,2.0,PrimaryHybrid,54.43029357085522,58.741836238314384
ssp245,MRI-ESM2-0,40,9,2039,3.0,PrimaryHybrid,75.71289541393108,80.7066227087509
ssp245,MRI-ESM2-0,40,9,2040,1.0,PrimaryHybrid,34.121035241228675,36.72390792527293
ssp245,MRI-ESM2-0,40,9,2040,2.0,PrimaryHybrid,54.42366784791852,58.68869439570945
ssp245,MRI-ESM2-0,40,9,2040,3.0,PrimaryHybrid,75.68549573098946,80.65348086614598
ssp245,MRI-ESM2-0,40,9,2041,1.0,PrimaryHybrid,33.97454102650698,36.748104700608344
ssp245,MRI-ESM2-0,40,9,2041,2.0,PrimaryHybrid,54.24506402593281,58.71289117104487
ssp245,MRI-ESM2-0,40,9,2041,3.0,PrimaryHybrid,75.49073841735174,80.6776776414814
ssp245,MRI-ESM2-0,40,9,2042,1.0,PrimaryHybrid,34.16446431757476,36.80827141347195
ssp245,MRI-ESM2-0,40,9,2042,2.0,PrimaryHybrid,54.44226355604181,58.77305788390848
ssp245,MRI-ESM2-0,40,9,2042,3.0,PrimaryHybrid,75.74260750711925,80.737844354345
ssp245,MRI-ESM2-0,40,9,2043,1.0,PrimaryHybrid,33.91187635286428,36.93888196420721
ssp245,MRI-ESM2-0,40,9,2043,2.0,PrimaryHybrid,54.172139550344774,58.90366843464372
ssp245,MRI-ESM2-0,40,9,2043,3.0,PrimaryHybrid,75.4241541766311,80.86845490508026
ssp245,MRI-ESM2-0,40,9,2044,1.0,PrimaryHybrid,34.81650098299892,36.71519188254459
ssp245,MRI-ESM2-0,40,9,2044,2.0,PrimaryHybrid,55.173540586034235,58.6799783529811
ssp245,MRI-ESM2-0,40,9,2044,3.0,PrimaryHybrid,76.47450671719594,80.64476482341765
ssp245,MRI-ESM2-0,40,9,2045,1.0,PrimaryHybrid,34.2336716339965,36.76911426628936
ssp245,MRI-ESM2-0,40,9,2045,2.0,PrimaryHybrid,54.503014313119536,58.733900736725886
ssp245,MRI-ESM2-0,40,9,2045,3.0,PrimaryHybrid,75.77557099484217,80.69868720716241
ssp245,MRI-ESM2-0,40,9,2046,1.0,PrimaryHybrid,34.456409245902826,36.824727822503824
ssp245,MRI-ESM2-0,40,9,2046,2.0,PrimaryHybrid,54.69943909408974,58.78951429294035
ssp245,MRI-ESM2-0,40,9,2046,3.0,PrimaryHybrid,75.96797977417897,80.75430076337688
ssp245,MRI-ESM2-0,40,9,2047,1.0,PrimaryHybrid,33.71426799427003,36.63251956681525
ssp245,MRI-ESM2-0,40,9,2047,2.0,PrimaryHybrid,53.9554935146662,58.597306037251755
ssp245,MRI-ESM2-0,40,9,2047,3.0,PrimaryHybrid,75.22938941254154,80.56209250768829
ssp245,MRI-ESM2-0,40,9,2048,1.0,PrimaryHybrid,33.73567930785122,36.80931213499174
ssp245,MRI-ESM2-0,40,9,2048,2.0,PrimaryHybrid,54.02375567433117,58.77409860542828
ssp245,MRI-ESM2-0,40,9,2048,3.0,PrimaryHybrid,75.26200689319842,80.7388850758648
ssp245,MRI-ESM2-0,40,9,2049,1.0,PrimaryHybrid,34.562020860489625,36.80716564685716
ssp245,MRI-ESM2-0,40,9,2049,2.0,PrimaryHybrid,54.844551535608986,58.77195211729367
ssp245,MRI-ESM2-0,40,9,2049,3.0,PrimaryHybrid,76.11484173451575,80.73673858773022
ssp245,MRI-ESM2-0,40,9,2050,1.0,PrimaryHybrid,34.947952113548794,36.744787400763975
ssp245,MRI-ESM2-0,40,9,2050,2.0,PrimaryHybrid,55.24730454473109,58.709573871200504
ssp245,MRI-ESM2-0,40,9,2050,3.0,PrimaryHybrid,76.52101173399421,80.67436034163703
ssp245,MRI-ESM2-0,41,2,2025,1.0,PrimaryHybrid,19.104965000090136,19.45375291591513
ssp245,MRI-ESM2-0,41,2,2025,2.0,PrimaryHybrid,23.1252594787905,24.208453282243436
ssp245,MRI-ESM2-0,41,2,2025,3.0,PrimaryHybrid,26.641521150781124,28.96315364857174
ssp245,MRI-ESM2-0,41,2,2026,1.0,PrimaryHybrid,19.717604941064675,19.538311539399107
ssp245,MRI-ESM2-0,41,2,2026,2.0,PrimaryHybrid,23.771997571224905,24.293011905727415
ssp245,MRI-ESM2-0,41,2,2026,3.0,PrimaryHybrid,27.26406896240303,29.04771227205572
ssp245,MRI-ESM2-0,41,2,2027,1.0,PrimaryHybrid,19.201117410574813,19.45882643332417
ssp245,MRI-ESM2-0,41,2,2027,2.0,PrimaryHybrid,23.241512014052642,24.213526799652474
ssp245,MRI-ESM2-0,41,2,2027,3.0,PrimaryHybrid,26.73099798769833,28.968227165980785
ssp245,MRI-ESM2-0,41,2,2028,1.0,PrimaryHybrid,19.32452635788654,19.538051359019157
ssp245,MRI-ESM2-0,41,2,2028,2.0,PrimaryHybrid,23.345423673485524,24.292751725347465
ssp245,MRI-ESM2-0,41,2,2028,3.0,PrimaryHybrid,26.834724757375,29.047452091675773
ssp245,MRI-ESM2-0,41,2,2029,1.0,PrimaryHybrid,19.650033009013985,19.58143643737594
ssp245,MRI-ESM2-0,41,2,2029,2.0,PrimaryHybrid,23.719923820873593,24.336136803704242
ssp245,MRI-ESM2-0,41,2,2029,3.0,PrimaryHybrid,27.208148856640584,29.090837170032554
ssp245,MRI-ESM2-0,41,2,2030,1.0,PrimaryHybrid,19.560086908346204,19.552816595581362
ssp245,MRI-ESM2-0,41,2,2030,2.0,PrimaryHybrid,23.58778866990796,24.307516961909666
ssp245,MRI-ESM2-0,41,2,2030,3.0,PrimaryHybrid,27.070382667979587,29.06221732823798
ssp245,MRI-ESM2-0,41,2,2031,1.0,PrimaryHybrid,19.078959729472356,19.50162610582606
ssp245,MRI-ESM2-0,41,2,2031,2.0,PrimaryHybrid,23.068927613411347,24.256326472154367
ssp245,MRI-ESM2-0,41,2,2031,3.0,PrimaryHybrid,26.585862783078518,29.01102683848267
ssp245,MRI-ESM2-0,41,2,2032,1.0,PrimaryHybrid,19.498124652125036,19.600104379637404
ssp245,MRI-ESM2-0,41,2,2032,2.0,PrimaryHybrid,23.583423423224602,24.354804745965712
ssp245,MRI-ESM2-0,41,2,2032,3.0,PrimaryHybrid,27.058729625336525,29.109505112294016
ssp245,MRI-ESM2-0,41,2,2033,1.0,PrimaryHybrid,19.51140871339018,19.419474150856622
ssp245,MRI-ESM2-0,41,2,2033,2.0,PrimaryHybrid,23.58535549345189,24.17417451718493
ssp245,MRI-ESM2-0,41,2,2033,3.0,PrimaryHybrid,27.075003274589186,28.92887488351324
ssp245,MRI-ESM2-0,41,2,2034,1.0,PrimaryHybrid,19.373277849485746,19.490113124013238
ssp245,MRI-ESM2-0,41,2,2034,2.0,PrimaryHybrid,23.452956272116314,24.244813490341546
ssp245,MRI-ESM2-0,41,2,2034,3.0,PrimaryHybrid,26.93771767553256,28.999513856669854
ssp245,MRI-ESM2-0,41,2,2035,1.0,PrimaryHybrid,19.417909270688135,19.572265078982678
ssp245,MRI-ESM2-0,41,2,2035,2.0,PrimaryHybrid,23.440248703749877,24.326965445310982
ssp245,MRI-ESM2-0,41,2,2035,3.0,PrimaryHybrid,26.93179272071825,29.081665811639294
ssp245,MRI-ESM2-0,41,2,2036,1.0,PrimaryHybrid,18.94540102230521,19.587810856684733
ssp245,MRI-ESM2-0,41,2,2036,2.0,PrimaryHybrid,22.90105480176801,24.342511223013037
ssp245,MRI-ESM2-0,41,2,2036,3.0,PrimaryHybrid,26.38163280131937,29.09721158934135
ssp245,MRI-ESM2-0,41,2,2037,1.0,PrimaryHybrid,19.761012001511787,19.441849663532388
ssp245,MRI-ESM2-0,41,2,2037,2.0,PrimaryHybrid,23.78453980942497,24.196550029860692
ssp245,MRI-ESM2-0,41,2,2037,3.0,PrimaryHybrid,27.29028953921101,28.951250396188996
ssp245,MRI-ESM2-0,41,2,2038,1.0,PrimaryHybrid,19.6685355495713,19.479770953910197
ssp245,MRI-ESM2-0,41,2,2038,2.0,PrimaryHybrid,23.684647789115346,24.23447132023851
ssp245,MRI-ESM2-0,41,2,2038,3.0,PrimaryHybrid,27.175471966800487,28.989171686566813
ssp245,MRI-ESM2-0,41,2,2039,1.0,PrimaryHybrid,19.278470578397727,19.49544682180223
ssp245,MRI-ESM2-0,41,2,2039,2.0,PrimaryHybrid,23.29700075494263,24.250147188130537
ssp245,MRI-ESM2-0,41,2,2039,3.0,PrimaryHybrid,26.80795417398932,29.00484755445884
ssp245,MRI-ESM2-0,41,2,2040,1.0,PrimaryHybrid,18.7010473369496,19.4570702157595
ssp245,MRI-ESM2-0,41,2,2040,2.0,PrimaryHybrid,22.69703514943029,24.21177058208781
ssp245,MRI-ESM2-0,41,2,2040,3.0,PrimaryHybrid,26.203368160449756,28.96647094841612
ssp245,MRI-ESM2-0,41,2,2041,1.0,PrimaryHybrid,19.21042036713396,19.51808251485794
ssp245,MRI-ESM2-0,41,2,2041,2.0,PrimaryHybrid,23.252061329615042,24.27278288118625
ssp245,MRI-ESM2-0,41,2,2041,3.0,PrimaryHybrid,26.7176906531671,29.027483247514553
ssp245,MRI-ESM2-0,41,2,2042,1.0,PrimaryHybrid,19.69554064384673,19.43410929722885
ssp245,MRI-ESM2-0,41,2,2042,2.0,PrimaryHybrid,23.765218140161707,24.188809663557155
ssp245,MRI-ESM2-0,41,2,2042,3.0,PrimaryHybrid,27.28791197273795,28.943510029885466
ssp245,MRI-ESM2-0,41,2,2043,1.0,PrimaryHybrid,19.64608467802926,19.50448809000552
ssp245,MRI-ESM2-0,41,2,2043,2.0,PrimaryHybrid,23.710753909155247,24.259188456333824
ssp245,MRI-ESM2-0,41,2,2043,3.0,PrimaryHybrid,27.210072800385568,29.01388882266213
ssp245,MRI-ESM2-0,41,2,2044,1.0,PrimaryHybrid,19.01080874166047,19.55067010744677
ssp245,MRI-ESM2-0,41,2,2044,2.0,PrimaryHybrid,22.990526916765063,24.305370473775074
ssp245,MRI-ESM2-0,41,2,2044,3.0,PrimaryHybrid,26.49011030318716,29.060070840103382
ssp245,MRI-ESM2-0,41,2,2045,1.0,PrimaryHybrid,19.611121785143133,19.62208962174324
ssp245,MRI-ESM2-0,41,2,2045,2.0,PrimaryHybrid,23.635223218440462,24.376789988071543
ssp245,MRI-ESM2-0,41,2,2045,3.0,PrimaryHybrid,27.12155665363792,29.13149035439985
ssp245,MRI-ESM2-0,41,2,2046,1.0,PrimaryHybrid,18.982251239031317,19.513984673873722
ssp245,MRI-ESM2-0,41,2,2046,2.0,PrimaryHybrid,22.989730127926194,24.268685040202026
ssp245,MRI-ESM2-0,41,2,2046,3.0,PrimaryHybrid,26.453623717082777,29.023385406530334
ssp245,MRI-ESM2-0,41,2,2047,1.0,PrimaryHybrid,19.624268471613377,19.507870434944877
ssp245,MRI-ESM2-0,41,2,2047,2.0,PrimaryHybrid,23.649081609705636,24.26257080127318
ssp245,MRI-ESM2-0,41,2,2047,3.0,PrimaryHybrid,27.13659649330354,29.01727116760149
ssp245,MRI-ESM2-0,41,2,2048,1.0,PrimaryHybrid,19.416937126908028,19.487576365308723
ssp245,MRI-ESM2-0,41,2,2048,2.0,PrimaryHybrid,23.484151882632233,24.242276731637027
ssp245,MRI-ESM2-0,41,2,2048,3.0,PrimaryHybrid,26.974987133071128,28.99697709796533
ssp245,MRI-ESM2-0,41,2,2049,1.0,PrimaryHybrid,19.382596266160157,19.548523619312174
ssp245,MRI-ESM2-0,41,2,2049,2.0,PrimaryHybrid,23.39976429349746,24.30322398564048
ssp245,MRI-ESM2-0,41,2,2049,3.0,PrimaryHybrid,26.91857239007896,29.05792435196879
ssp245,MRI-ESM2-0,41,2,2050,1.0,PrimaryHybrid,19.419804905614367,19.523156032266982
ssp245,MRI-ESM2-0,41,2,2050,2.0,PrimaryHybrid,23.43318459631563,24.27785639859529
ssp245,MRI-ESM2-0,41,2,2050,3.0,PrimaryHybrid,26.929161834343105,29.032556764923594
ssp245,MRI-ESM2-0,41,4,2025,1.0,PrimaryHybrid,25.375389703910134,30.032656005851877
ssp245,MRI-ESM2-0,41,4,2025,2.0,PrimaryHybrid,45.03164971046268,51.19588407449665
ssp245,MRI-ESM2-0,41,4,2025,3.0,PrimaryHybrid,65.59553817488536,72.35911214314142
ssp245,MRI-ESM2-0,41,4,2026,1.0,PrimaryHybrid,25.900509346542147,30.11721462933586
ssp245,MRI-ESM2-0,41,4,2026,2.0,PrimaryHybrid,45.540881972922335,51.28044269798063
ssp245,MRI-ESM2-0,41,4,2026,3.0,PrimaryHybrid,66.11777570426035,72.4436707666254
ssp245,MRI-ESM2-0,41,4,2027,1.0,PrimaryHybrid,25.452681685709468,30.037729523260914
ssp245,MRI-ESM2-0,41,4,2027,2.0,PrimaryHybrid,45.129480012116716,51.20095759190568
ssp245,MRI-ESM2-0,41,4,2027,3.0,PrimaryHybrid,65.69581555596454,72.36418566055046
ssp245,MRI-ESM2-0,41,4,2028,1.0,PrimaryHybrid,25.493132466955792,30.11695444895591
ssp245,MRI-ESM2-0,41,4,2028,2.0,PrimaryHybrid,45.17185847646473,51.28018251760068
ssp245,MRI-ESM2-0,41,4,2028,3.0,PrimaryHybrid,65.71874894377424,72.44341058624545
ssp245,MRI-ESM2-0,41,4,2029,1.0,PrimaryHybrid,25.891608586843688,30.160339527312686
ssp245,MRI-ESM2-0,41,4,2029,2.0,PrimaryHybrid,45.55302107466757,51.32356759595746
ssp245,MRI-ESM2-0,41,4,2029,3.0,PrimaryHybrid,66.1321123379833,72.48679566460223
ssp245,MRI-ESM2-0,41,4,2030,1.0,PrimaryHybrid,25.705096718516078,30.13171968551811
ssp245,MRI-ESM2-0,41,4,2030,2.0,PrimaryHybrid,45.361849368828395,51.294947754162884
ssp245,MRI-ESM2-0,41,4,2030,3.0,PrimaryHybrid,65.92591976630158,72.45817582280766
ssp245,MRI-ESM2-0,41,4,2031,1.0,PrimaryHybrid,25.364689464652585,30.080529195762807
ssp245,MRI-ESM2-0,41,4,2031,2.0,PrimaryHybrid,44.999267760977084,51.24375726440758
ssp245,MRI-ESM2-0,41,4,2031,3.0,PrimaryHybrid,65.53495196762577,72.40698533305236
ssp245,MRI-ESM2-0,41,4,2032,1.0,PrimaryHybrid,25.7295399262823,30.17900746957415
ssp245,MRI-ESM2-0,41,4,2032,2.0,PrimaryHybrid,45.43441585475319,51.34223553821892
ssp245,MRI-ESM2-0,41,4,2032,3.0,PrimaryHybrid,66.01390155932214,72.5054636068637
ssp245,MRI-ESM2-0,41,4,2033,1.0,PrimaryHybrid,25.716154867752536,29.998377240793374
ssp245,MRI-ESM2-0,41,4,2033,2.0,PrimaryHybrid,45.418690945131985,51.161605309438144
ssp245,MRI-ESM2-0,41,4,2033,3.0,PrimaryHybrid,65.99661184302926,72.32483337808291
ssp245,MRI-ESM2-0,41,4,2034,1.0,PrimaryHybrid,25.683526521177026,30.06901621394999
ssp245,MRI-ESM2-0,41,4,2034,2.0,PrimaryHybrid,45.33855946398388,51.23224428259476
ssp245,MRI-ESM2-0,41,4,2034,3.0,PrimaryHybrid,65.90186423716082,72.39547235123953
ssp245,MRI-ESM2-0,41,4,2035,1.0,PrimaryHybrid,25.618015087168672,30.151168168919426
ssp245,MRI-ESM2-0,41,4,2035,2.0,PrimaryHybrid,45.2537080142478,51.31439623756421
ssp245,MRI-ESM2-0,41,4,2035,3.0,PrimaryHybrid,65.7979270978995,72.47762430620895
ssp245,MRI-ESM2-0,41,4,2036,1.0,PrimaryHybrid,25.190164127157978,30.166713946621474
ssp245,MRI-ESM2-0,41,4,2036,2.0,PrimaryHybrid,44.81076491630227,51.329942015266255
ssp245,MRI-ESM2-0,41,4,2036,3.0,PrimaryHybrid,65.35422336955081,72.49317008391102
ssp245,MRI-ESM2-0,41,4,2037,1.0,PrimaryHybrid,25.932318224939937,30.020752753469136
ssp245,MRI-ESM2-0,41,4,2037,2.0,PrimaryHybrid,45.59319621195158,51.18398082211391
ssp245,MRI-ESM2-0,41,4,2037,3.0,PrimaryHybrid,66.16413177634541,72.34720889075867
ssp245,MRI-ESM2-0,41,4,2038,1.0,PrimaryHybrid,25.799911462559756,30.058674043846946
ssp245,MRI-ESM2-0,41,4,2038,2.0,PrimaryHybrid,45.46556725927385,51.22190211249172
ssp245,MRI-ESM2-0,41,4,2038,3.0,PrimaryHybrid,66.02593554264509,72.38513018113649
ssp245,MRI-ESM2-0,41,4,2039,1.0,PrimaryHybrid,25.498776369407267,30.07434991173898
ssp245,MRI-ESM2-0,41,4,2039,2.0,PrimaryHybrid,45.163765453393665,51.237577980383755
ssp245,MRI-ESM2-0,41,4,2039,3.0,PrimaryHybrid,65.71915802180423,72.40080604902852
ssp245,MRI-ESM2-0,41,4,2040,1.0,PrimaryHybrid,25.00809718507144,30.035973305696245
ssp245,MRI-ESM2-0,41,4,2040,2.0,PrimaryHybrid,44.646350589896265,51.199201374341015
ssp245,MRI-ESM2-0,41,4,2040,3.0,PrimaryHybrid,65.185449228493,72.36242944298579
ssp245,MRI-ESM2-0,41,4,2041,1.0,PrimaryHybrid,25.470183894826352,30.096985604794693
ssp245,MRI-ESM2-0,41,4,2041,2.0,PrimaryHybrid,45.08622178275803,51.260213673439466
ssp245,MRI-ESM2-0,41,4,2041,3.0,PrimaryHybrid,65.64151221681946,72.42344174208424
ssp245,MRI-ESM2-0,41,4,2042,1.0,PrimaryHybrid,25.928386621958413,30.0130123871656
ssp245,MRI-ESM2-0,41,4,2042,2.0,PrimaryHybrid,45.57866145541143,51.17624045581037
ssp245,MRI-ESM2-0,41,4,2042,3.0,PrimaryHybrid,66.1591436235165,72.33946852445513
ssp245,MRI-ESM2-0,41,4,2043,1.0,PrimaryHybrid,25.9075561649307,30.083391179942264
ssp245,MRI-ESM2-0,41,4,2043,2.0,PrimaryHybrid,45.56888857107938,51.24661924858704
ssp245,MRI-ESM2-0,41,4,2043,3.0,PrimaryHybrid,66.15610673928055,72.40984731723181
ssp245,MRI-ESM2-0,41,4,2044,1.0,PrimaryHybrid,25.260592600425348,30.129573197383515
ssp245,MRI-ESM2-0,41,4,2044,2.0,PrimaryHybrid,44.91556096253769,51.292801266028285
ssp245,MRI-ESM2-0,41,4,2044,3.0,PrimaryHybrid,65.4643135682758,72.45602933467306
ssp245,MRI-ESM2-0,41,4,2045,1.0,PrimaryHybrid,25.748357632341314,30.20099271167998
ssp245,MRI-ESM2-0,41,4,2045,2.0,PrimaryHybrid,45.427396279963475,51.364220780324764
ssp245,MRI-ESM2-0,41,4,2045,3.0,PrimaryHybrid,65.99884800358012,72.52744884896953
ssp245,MRI-ESM2-0,41,4,2046,1.0,PrimaryHybrid,25.282571268654433,30.092887763810463
ssp245,MRI-ESM2-0,41,4,2046,2.0,PrimaryHybrid,44.89673907909742,51.25611583245524
ssp245,MRI-ESM2-0,41,4,2046,3.0,PrimaryHybrid,65.44065699073388,72.41934390110002
ssp245,MRI-ESM2-0,41,4,2047,1.0,PrimaryHybrid,25.798353584664167,30.08677352488162
ssp245,MRI-ESM2-0,41,4,2047,2.0,PrimaryHybrid,45.47139337178085,51.25000159352639
ssp245,MRI-ESM2-0,41,4,2047,3.0,PrimaryHybrid,66.04831665255273,72.41322966217118
ssp245,MRI-ESM2-0,41,4,2048,1.0,PrimaryHybrid,25.664746376875343,30.06647945524547
ssp245,MRI-ESM2-0,41,4,2048,2.0,PrimaryHybrid,45.33368004285686,51.22970752389024
ssp245,MRI-ESM2-0,41,4,2048,3.0,PrimaryHybrid,65.87812292503749,72.39293559253501
ssp245,MRI-ESM2-0,41,4,2049,1.0,PrimaryHybrid,25.57729492494869,30.12742670924892
ssp245,MRI-ESM2-0,41,4,2049,2.0,PrimaryHybrid,45.215623228198034,51.2906547778937
ssp245,MRI-ESM2-0,41,4,2049,3.0,PrimaryHybrid,65.78221945411622,72.45388284653848
ssp245,MRI-ESM2-0,41,4,2050,1.0,PrimaryHybrid,25.682259611464303,30.102059122203727
ssp245,MRI-ESM2-0,41,4,2050,2.0,PrimaryHybrid,45.334373350045205,51.265287190848504
ssp245,MRI-ESM2-0,41,4,2050,3.0,PrimaryHybrid,65.88876064058898,72.42851525949328
ssp245,MRI-ESM2-0,41,9,2025,1.0,PrimaryHybrid,34.02874512784847,36.7272252251173
ssp245,MRI-ESM2-0,41,9,2025,2.0,PrimaryHybrid,54.32361930349237,58.69201169555382
ssp245,MRI-ESM2-0,41,9,2025,3.0,PrimaryHybrid,75.62588913276076,80.65679816599035
ssp245,MRI-ESM2-0,41,9,2026,1.0,PrimaryHybrid,34.91255546984501,36.81178384860128
ssp245,MRI-ESM2-0,41,9,2026,2.0,PrimaryHybrid,55.2213757732178,58.7765703190378
ssp245,MRI-ESM2-0,41,9,2026,3.0,PrimaryHybrid,76.50031742511601,80.74135678947432
ssp245,MRI-ESM2-0,41,9,2027,1.0,PrimaryHybrid,34.20640169066112,36.732298742526346
ssp245,MRI-ESM2-0,41,9,2027,2.0,PrimaryHybrid,54.51317202316837,58.69708521296286
ssp245,MRI-ESM2-0,41,9,2027,3.0,PrimaryHybrid,75.78170411467428,80.66187168339938
ssp245,MRI-ESM2-0,41,9,2028,1.0,PrimaryHybrid,34.293344433662675,36.811523668221334
ssp245,MRI-ESM2-0,41,9,2028,2.0,PrimaryHybrid,54.57383258625395,58.77631013865785
ssp245,MRI-ESM2-0,41,9,2028,3.0,PrimaryHybrid,75.84326661400934,80.74109660909437
ssp245,MRI-ESM2-0,41,9,2029,1.0,PrimaryHybrid,34.927560269996114,36.85490874657811
ssp245,MRI-ESM2-0,41,9,2029,2.0,PrimaryHybrid,55.21817760963285,58.81969521701464
ssp245,MRI-ESM2-0,41,9,2029,3.0,PrimaryHybrid,76.50306123054399,80.78448168745116
ssp245,MRI-ESM2-0,41,9,2030,1.0,PrimaryHybrid,34.63309191436721,36.82628890478353
ssp245,MRI-ESM2-0,41,9,2030,2.0,PrimaryHybrid,54.912960693793956,58.79107537522006
ssp245,MRI-ESM2-0,41,9,2030,3.0,PrimaryHybrid,76.19296757484302,80.7558618456566
ssp245,MRI-ESM2-0,41,9,2031,1.0,PrimaryHybrid,33.9514033856833,36.77509841502823
ssp245,MRI-ESM2-0,41,9,2031,2.0,PrimaryHybrid,54.23716564035032,58.739884885464754
ssp245,MRI-ESM2-0,41,9,2031,3.0,PrimaryHybrid,75.50228203651795,80.70467135590128
ssp245,MRI-ESM2-0,41,9,2032,1.0,PrimaryHybrid,34.60989214823794,36.87357668883957
ssp245,MRI-ESM2-0,41,9,2032,2.0,PrimaryHybrid,54.907779480061286,58.8383631592761
ssp245,MRI-ESM2-0,41,9,2032,3.0,PrimaryHybrid,76.22163100844962,80.80314962971262
ssp245,MRI-ESM2-0,41,9,2033,1.0,PrimaryHybrid,34.56577906792555,36.6929464600588
ssp245,MRI-ESM2-0,41,9,2033,2.0,PrimaryHybrid,54.92778098550682,58.657732930495314
ssp245,MRI-ESM2-0,41,9,2033,3.0,PrimaryHybrid,76.23535888511982,80.62251940093185
ssp245,MRI-ESM2-0,41,9,2034,1.0,PrimaryHybrid,34.60217411539084,36.76358543321542
ssp245,MRI-ESM2-0,41,9,2034,2.0,PrimaryHybrid,54.90748742817987,58.72837190365193
ssp245,MRI-ESM2-0,41,9,2034,3.0,PrimaryHybrid,76.21319095327941,80.69315837408845
ssp245,MRI-ESM2-0,41,9,2035,1.0,PrimaryHybrid,34.49475811926865,36.84573738818485
ssp245,MRI-ESM2-0,41,9,2035,2.0,PrimaryHybrid,54.783407027052206,58.810523858621366
ssp245,MRI-ESM2-0,41,9,2035,3.0,PrimaryHybrid,76.02491879386044,80.7753103290579
ssp245,MRI-ESM2-0,41,9,2036,1.0,PrimaryHybrid,33.760171210540015,36.8612831658869
ssp245,MRI-ESM2-0,41,9,2036,2.0,PrimaryHybrid,54.012733147560326,58.82606963632343
ssp245,MRI-ESM2-0,41,9,2036,3.0,PrimaryHybrid,75.2758674020512,80.79085610675995
ssp245,MRI-ESM2-0,41,9,2037,1.0,PrimaryHybrid,34.993067226156995,36.71532197273456
ssp245,MRI-ESM2-0,41,9,2037,2.0,PrimaryHybrid,55.290447508450036,58.68010844317108
ssp245,MRI-ESM2-0,41,9,2037,3.0,PrimaryHybrid,76.5498474529767,80.6448949136076
ssp245,MRI-ESM2-0,41,9,2038,1.0,PrimaryHybrid,34.85728066802468,36.753243263112374
ssp245,MRI-ESM2-0,41,9,2038,2.0,PrimaryHybrid,55.12935954349718,58.718029733548896
ssp245,MRI-ESM2-0,41,9,2038,3.0,PrimaryHybrid,76.39810272283516,80.68281620398541
ssp245,MRI-ESM2-0,41,9,2039,1.0,PrimaryHybrid,34.32618208207103,36.7689191310044
ssp245,MRI-ESM2-0,41,9,2039,2.0,PrimaryHybrid,54.615968259807346,58.733705601440924
ssp245,MRI-ESM2-0,41,9,2039,3.0,PrimaryHybrid,75.89394114916496,80.69849207187747
ssp245,MRI-ESM2-0,41,9,2040,1.0,PrimaryHybrid,33.5182881515629,36.73054252496167
ssp245,MRI-ESM2-0,41,9,2040,2.0,PrimaryHybrid,53.8066008927977,58.6953289953982
ssp245,MRI-ESM2-0,41,9,2040,3.0,PrimaryHybrid,75.07448190948652,80.66011546583472
ssp245,MRI-ESM2-0,41,9,2041,1.0,PrimaryHybrid,34.18746426658146,36.791554824060114
ssp245,MRI-ESM2-0,41,9,2041,2.0,PrimaryHybrid,54.44900244928435,58.756341294496636
ssp245,MRI-ESM2-0,41,9,2041,3.0,PrimaryHybrid,75.70816643932756,80.72112776493317
ssp245,MRI-ESM2-0,41,9,2042,1.0,PrimaryHybrid,34.95343792962849,36.70758160643102
ssp245,MRI-ESM2-0,41,9,2042,2.0,PrimaryHybrid,55.279067880045844,58.67236807686755
ssp245,MRI-ESM2-0,41,9,2042,3.0,PrimaryHybrid,76.54917362462382,80.63715454730406
ssp245,MRI-ESM2-0,41,9,2043,1.0,PrimaryHybrid,34.848183507263116,36.77796039920769
ssp245,MRI-ESM2-0,41,9,2043,2.0,PrimaryHybrid,55.16734751227522,58.74274686964422
ssp245,MRI-ESM2-0,41,9,2043,3.0,PrimaryHybrid,76.46020698783427,80.70753334008073
