Datetime,RF_tuned,XGB_tuned,LightGBM_tuned,SARIMAX,Ensemble_4model_tuned,anchor_year,eval_tower
2019-01-16,18.934167287798772,13.463650703430176,13.681560043486005,28.319206625246075,18.599646164990254,2018,2
2019-01-17,15.95446400637132,11.695788383483887,11.363408193988942,29.37621507168231,17.097468913881613,2018,2
2019-01-18,20.268174258437927,14.199333190917969,14.601459929041136,30.418034475867287,19.87175046356608,2018,2
2019-01-19,16.048759688846204,12.207505226135254,10.057537571156463,32.453837147431464,17.691909908392347,2018,2
2019-01-20,13.927624672577117,11.087696075439453,7.552223755309504,32.77265197585507,16.335049119795286,2018,2
2019-01-21,15.08778296346173,12.462453842163086,11.921017790834407,31.59604827927759,17.766825718934204,2018,2
2019-01-22,15.569560205695588,11.03183364868164,6.560960155559055,30.875787818687634,16.009535457155977,2018,2
2019-01-23,14.888780146763864,10.895057678222656,8.097160991744161,26.73469795507848,15.15392419295229,2018,2
2019-01-24,15.81955004560269,10.894399642944336,9.359688892891048,34.768040332531925,17.7104197284925,2018,2
2019-01-25,16.271522957645445,11.462193489074707,7.983323916870702,24.768235237313412,15.121318900226067,2018,2
2019-01-26,29.692956566893933,23.217002868652344,14.229076857210387,30.506287553885606,24.411330961660568,2018,2
2019-01-27,27.710339360589646,21.08696746826172,10.671303441829801,29.084441832942534,22.138263025905925,2018,2
2019-01-28,20.039459269677046,13.918290138244629,9.581088383462351,32.28494081846176,18.955944652461447,2018,2
2019-01-29,20.484599642622232,13.738783836364746,10.288602661724026,33.16776868867417,19.419938707346294,2018,2
2019-01-30,22.24481904785434,15.000008583068848,12.088742184625591,34.57475328892839,20.97708077611929,2018,2
2019-01-31,21.932007939168802,15.077247619628906,12.987902005892732,36.297620545637216,21.573694527581914,2018,2
2019-02-01,21.447047748014203,14.121928215026855,13.542847360210994,35.28187567212821,21.098424748845062,2018,2
2019-02-02,20.112057497729612,13.900046348571777,12.903498135046075,33.33812271141166,20.06343117318978,2018,2
2019-02-03,20.597854923016566,14.678071975708008,10.273292764267827,34.722567262992534,20.067946731496235,2018,2
2019-02-04,25.369956734783468,17.0269718170166,19.58555437036626,45.94962402501102,26.983026736794336,2018,2
2019-02-05,23.75802352767647,16.75956916809082,14.590964089094546,34.77894933806262,22.471876530731116,2018,2
2019-02-06,21.65275391671157,14.244340896606445,10.93843429264229,34.517414037023265,20.338235785745894,2018,2
2019-02-07,29.836777823763907,22.469297409057617,22.724655274099465,32.25504465117973,26.82144378952518,2018,2
2019-02-08,34.00913413059757,43.09037780761719,47.49877309038978,42.07801712747492,41.66907553901987,2018,2
2019-02-09,29.043677219793594,24.77345848083496,26.709068735285978,32.4318882273739,28.23952316582211,2018,2
2019-02-10,31.539706568283908,28.487781524658203,24.304895509040403,33.00377637937414,29.33403999533916,2018,2
2019-02-11,21.167944685962436,19.14495086669922,17.287210764339026,34.0869894508676,22.921773941967068,2018,2
2019-02-12,19.343271546090484,16.290042877197266,15.43666051797458,35.675598588263135,21.686393382381368,2018,2
2019-02-13,19.30741448582842,14.529680252075195,13.802527994086775,38.77059118769805,21.602553479922108,2018,2
2019-02-14,18.83723824293978,14.195801734924316,14.402514273062843,35.3474659255486,20.695755044118883,2018,2
2019-02-15,19.061192503579093,14.345255851745605,14.094650601258463,39.838627532696336,21.834931622319875,2018,2
2019-02-16,20.091938087316485,15.568560600280762,16.29238562246423,39.69459952576484,22.91187095895658,2018,2
2019-02-17,23.973753632011583,17.81264877319336,16.00817032976096,38.845802550497,24.160093821365724,2018,2
2019-02-18,19.78855735722194,16.429601669311523,13.811899071098418,39.14339722786497,22.293363831374215,2018,2
2019-02-19,19.555577841946015,14.98302936553955,12.312053358112367,37.12628738271824,20.99423698707904,2018,2
2019-02-20,22.0632463965361,17.40330696105957,13.985959043991837,43.63895260677452,24.27286625209051,2018,2
2019-02-21,18.80636482406464,16.6434383392334,12.561060288480787,43.602025601457235,22.90322226330902,2018,2
2019-02-22,18.499364942833353,14.906668663024902,12.682634420762605,34.15635542974327,20.06125586409103,2018,2
2019-02-23,17.779010270165355,14.441469192504883,11.372564474993162,40.12648574635116,20.92988242100364,2018,2
2019-02-24,17.021409754045997,14.195801734924316,11.242468707436128,38.54785656347395,20.2518841899701,2018,2
2019-02-25,18.050326828200202,14.154768943786621,11.506208688548652,43.46863948501458,21.794985986387513,2018,2
2019-02-26,18.928877568805227,14.098444938659668,10.410409056973915,44.910299557942814,22.087007780595407,2018,2
2019-02-27,17.59863373609251,13.795296669006348,11.694178983411213,39.904683665622024,20.748198263533023,2018,2
2019-02-28,25.673930392055254,17.747495651245117,22.14625056227287,46.25841829044456,27.956523724004448,2018,2
2019-03-01,19.04251445122955,15.12575912475586,17.895388347482168,39.00257165474739,22.76655839455374,2018,2
2019-03-02,26.061669187111754,17.906156539916992,26.646776725096625,43.81306351433065,28.606916491614005,2018,2
2019-03-03,29.046202123606914,24.549219131469727,34.44808002785446,43.11362431877826,32.78928140042734,2018,2
2019-03-04,25.088283401629234,20.342227935791016,18.571640790572754,31.66770182689106,23.917463488721015,2018,2
2019-03-05,32.618966773573185,34.73005676269531,31.71093174461918,38.94202731413793,34.500495648756406,2018,2
2019-03-06,29.545811395585186,27.270851135253906,29.71868310153809,41.13307638554701,31.91710550448105,2018,2
2019-03-07,29.000906565679507,25.490812301635742,20.342895417599696,33.990197434181155,27.206202929774026,2018,2
2019-03-08,26.727676171427266,21.164525985717773,17.896381233964128,37.05826393439653,25.711711831376427,2018,2
2019-03-09,24.199319452807167,18.685413360595703,15.941087135828912,36.84637537446945,23.918048830925308,2018,2
2019-03-10,28.61653431924146,28.3160343170166,30.16708658897527,39.40803806739223,31.62692332315639,2018,2
2019-03-11,26.917111475370692,22.449743270874023,22.08243040781707,38.755482199192635,27.551191838313606,2018,2
2019-03-12,34.48415916479512,35.71657180786133,38.334378675948955,40.63347298179931,37.29214565760118,2018,2
2019-03-13,29.307841283921693,30.62009620666504,32.02101271882823,34.228928550239154,31.544469689913527,2018,2
2019-03-14,31.52995300277287,36.81104278564453,42.25167500288965,55.20595006470514,41.44965521400305,2018,2
2019-03-15,30.04648933149916,35.973731994628906,41.80838637335775,53.96130764325833,40.447478835686034,2018,2
2019-03-16,30.023053743297314,33.64695739746094,35.992159200150105,40.23157774617997,34.97343702177208,2018,2
2019-03-17,24.436912880773953,22.2181453704834,18.732920162049634,33.91694055347382,24.8262297416952,2018,2
2019-03-18,18.409937793250258,16.95425033569336,13.232295414241284,32.4132272784165,20.25242770540035,2018,2
2019-03-19,17.17569649559827,16.92656707763672,11.54243822123355,37.91496957522176,20.889917842422577,2018,2
2019-03-20,15.492701723844137,17.149911880493164,13.984319132354182,35.49744478208368,20.53109437969379,2018,2
2019-03-21,14.326492966177108,16.181787490844727,9.055829613159016,34.013282940158334,18.394348252584795,2018,2
2019-03-22,14.053610586444156,14.07087516784668,9.747807475601668,33.78333846087262,17.91390792269128,2018,2
2019-03-23,13.673964882552998,14.303622245788574,13.286050865089328,34.70867204159367,18.993077508756144,2018,2
2019-03-24,13.63360845906065,13.797568321228027,8.755590942415925,36.23038850821157,18.10428905772904,2018,2
2019-03-25,13.981889691917768,13.439702987670898,9.807369424272812,41.739552392613376,19.742128624118713,2018,2
2019-03-26,13.327089134458575,13.057256698608398,7.4851932947425865,35.213021221854355,17.270640087415977,2018,2
2019-03-27,12.947426658182323,12.201130867004395,6.331226418416267,39.63849828479648,17.779570557099866,2018,2
2019-03-28,12.748574653534735,11.553771018981934,5.8819035820635195,40.5432322478307,17.68187037560272,2018,2
2019-03-29,13.264860195106456,11.155730247497559,6.831509102439457,41.0288458953404,18.07023636009597,2018,2
2019-03-30,12.880847445996833,10.792768478393555,6.698768768289823,39.603855928242645,17.494060155230713,2018,2
2019-03-31,13.296931968786401,11.151493072509766,8.279010035739242,41.20277443264718,18.482552377420646,2018,2
2019-04-01,13.522301816520866,11.093708038330078,8.183300082599999,38.74781299558847,17.886780733259855,2018,2
2019-04-02,14.581699754431456,10.763310432434082,7.001219289585664,36.186919897582264,17.133287343508364,2018,2
2019-04-03,14.052353381115122,10.773721694946289,8.20313153757223,36.77313350450368,17.45058502953433,2018,2
2019-04-04,19.004816017878788,14.81801986694336,14.30230130713693,38.0566950919228,21.54545807097047,2018,2
2019-04-05,24.617439560283852,26.336627960205078,16.224449103301374,38.589002325199914,26.441879737247554,2018,2
2019-04-06,17.958719069745737,15.981321334838867,12.780990603609649,40.597504932621305,21.82963398520389,2018,2
2019-04-07,16.938367750934457,13.579590797424316,11.176254909818272,39.510279349311666,20.30112320187218,2018,2
2019-04-08,15.991734218819087,13.804887771606445,10.571654124283958,38.72987688461615,19.77453824983141,2018,2
2019-04-09,15.01378906609152,14.052242279052734,9.69337511707858,39.807113908178046,19.64163009260022,2018,2
2019-04-10,14.415978805891765,13.740119934082031,10.760114834037198,39.98829397106179,19.726126886268197,2018,2
2019-04-11,14.195292840546761,13.555407524108887,9.718695578706079,39.80260964072801,19.318001396022435,2018,2
2019-04-12,14.33138876956356,13.784534454345703,10.27479193792247,39.13001666860917,19.380182957610227,2018,2
2019-04-13,15.026555995274936,13.725375175476074,11.397540110746784,38.14200887621655,19.572870039428587,2018,2
2019-04-14,17.73264619971767,14.808670043945312,10.50203492268605,38.92021570875322,20.490891718775565,2018,2
2019-04-15,20.30727815880853,15.367810249328613,12.434629269543064,35.037050889203485,20.786692141720923,2018,2
2019-04-16,15.82493703308199,12.562387466430664,8.221102621017039,39.0438632505779,18.9130725927769,2018,2
2019-04-17,14.975741737577636,12.706793785095215,7.699005313275765,37.61458718601459,18.2490320054908,2018,2
2019-04-18,14.818486372060693,12.542762756347656,7.598013414116957,38.50036578015081,18.364907080669028,2018,2
2019-04-19,13.851501555523164,11.575235366821289,12.363711789595413,39.04978521433061,19.21005848156762,2018,2
2019-04-20,13.378567779077034,11.229703903198242,11.823600047868357,38.67073515721695,18.77565172184015,2018,2
2019-04-21,13.578765607730814,11.065549850463867,10.45694953209594,38.18223460908134,18.32087489984299,2018,2
2019-04-22,14.114447952288266,11.521471977233887,8.94499658409063,36.89632934804285,17.869311465413908,2018,2
